UDI,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,y
2701,L,299.9,309.3,1473,40.4,59,0
741,M,296.9,308.4,1450,46.9,186,0
602,L,297.9,309.7,2194,16.8,27,0
9685,H,298.9,309.9,1376,51.0,32,0
7656,L,300.4,311.5,1596,32.5,154,0
9302,M,298.1,308.9,1459,50.3,115,0
944,M,295.6,306.2,1477,45.0,40,0
6817,L,300.9,310.7,1477,43.2,143,0
3627,M,302.2,311.5,1360,53.0,36,0
2853,M,300.5,309.4,1347,50.1,213,0
6884,L,300.9,311.3,1953,19.4,107,0
7567,L,300.3,311.0,1613,34.7,142,0
3373,L,301.4,310.8,1431,44.3,21,0
898,L,295.6,306.2,1612,31.2,131,0
30,L,299.0,309.4,1693,30.1,84,0
6049,M,300.9,311.0,1556,38.8,127,0
2525,M,298.8,308.7,1446,45.5,49,0
3940,L,302.5,311.6,1400,54.0,196,0
6693,M,301.8,311.0,1839,23.6,30,0
2838,L,300.3,309.1,1699,30.3,178,0
4169,L,302.2,310.6,1632,30.5,122,0
3550,M,301.8,310.9,1299,60.4,48,0
3602,L,301.7,310.5,1377,43.1,183,0
4231,L,302.2,310.8,1673,32.9,52,0
7249,L,300.0,310.1,1762,28.0,202,0
2681,L,299.8,309.5,1641,27.1,16,0
6943,M,300.8,311.4,1732,26.9,45,0
4888,L,303.7,312.5,1481,33.3,182,0
5999,M,300.4,310.2,1613,36.9,231,0
883,M,295.7,306.2,1739,25.9,94,0
3767,L,302.3,311.1,1373,53.0,181,0
539,M,297.4,309.3,1499,36.8,88,0
8894,L,297.5,308.7,1371,46.5,121,0
7330,M,299.9,310.4,1576,34.3,188,0
3152,L,300.5,309.8,1428,43.8,119,0
2059,M,299.5,309.3,1902,24.0,151,0
4579,L,303.0,311.2,1641,32.6,63,0
2784,M,300.2,309.6,1528,35.1,44,0
6979,L,300.7,311.1,1427,50.3,137,0
2818,L,300.2,309.5,1417,41.1,129,0
3026,L,300.5,309.6,1366,50.2,219,0
7019,M,300.7,310.7,1377,46.7,36,0
1839,M,297.8,307.2,1456,39.6,199,0
6619,M,301.6,310.6,1309,65.8,75,1
5916,M,300.6,310.2,1532,38.7,16,0
6256,L,301.0,310.5,1379,57.3,204,1
8210,L,299.3,310.8,1391,46.9,21,0
8747,L,297.3,308.5,1528,44.5,140,0
7852,L,300.4,311.7,1373,47.2,3,0
8150,M,299.6,310.8,1427,50.4,98,0
1766,L,298.2,307.6,1368,51.8,5,0
1008,M,296.2,307.2,1633,31.1,0,0
1448,M,299.0,310.3,1662,33.6,67,0
9798,M,298.4,309.2,1597,33.5,116,0
6263,L,301.0,310.6,1641,33.4,12,0
9782,L,298.8,309.9,1441,41.6,62,0
9432,L,298.0,308.6,1430,57.0,43,0
2102,L,299.3,309.3,1528,37.8,45,0
6113,L,300.7,310.8,1925,22.0,74,0
8433,L,298.8,310.0,1537,39.9,190,0
9543,L,299.6,310.9,1716,28.5,117,0
1319,M,299.0,310.3,1582,33.3,177,0
7543,M,300.4,311.6,1401,49.9,79,0
4185,L,302.2,310.6,1334,53.2,159,1
8811,M,297.3,308.5,1625,32.8,92,0
149,M,298.3,308.3,1379,48.0,181,0
3709,L,302.1,311.4,1549,44.6,31,0
7073,M,300.7,310.6,1439,41.7,184,0
6016,M,300.8,310.8,1520,38.0,45,0
3082,M,300.0,309.3,1932,21.8,135,0
5326,L,303.5,312.7,1694,27.3,40,0
8127,L,300.2,311.4,1433,37.9,36,0
22,L,298.8,309.3,1450,44.8,63,0
4843,M,303.3,311.8,1489,49.4,64,0
3051,L,300.2,309.2,1431,51.3,57,0
7192,L,300.3,310.3,1629,34.1,52,0
5021,L,304.1,313.1,1556,36.3,86,0
120,L,298.7,308.5,1467,40.7,106,0
2153,M,299.3,308.8,1648,28.4,188,0
2390,L,299.2,308.5,1867,27.0,138,0
3095,L,300.0,309.3,1972,22.0,175,0
3565,M,301.7,310.6,1492,42.2,85,0
7431,M,300.0,311.4,1384,46.1,7,0
3482,L,302.0,310.9,1663,31.5,81,0
4679,H,303.6,311.7,1476,40.1,85,0
4798,L,303.5,312.5,1380,46.1,166,0
2063,M,299.7,309.6,1477,42.7,163,0
3285,H,301.2,309.9,1362,50.7,25,0
1419,L,298.8,309.9,1320,47.4,210,0
4240,L,302.3,311.0,1446,37.6,75,0
2905,L,300.6,309.4,2496,13.5,111,0
913,L,295.6,306.0,1569,40.4,174,0
7323,H,299.8,310.2,1573,33.3,168,0
1589,L,298.2,308.3,1688,32.0,202,0
638,L,298.2,309.7,1585,37.4,118,0
6723,L,301.4,310.7,1657,28.7,108,0
2501,L,299.1,308.9,1617,32.3,223,0
9881,L,298.8,309.8,1753,27.5,130,0
5276,L,303.7,313.1,1423,41.2,124,0
2461,L,299.0,308.6,1466,46.4,112,0
8148,L,299.5,310.8,1447,41.0,93,0
1503,L,298.0,308.7,1462,48.2,204,0
4002,H,302.1,311.2,1598,37.9,148,0
2741,L,299.6,309.0,1525,42.8,160,0
1138,L,296.9,307.8,1653,29.7,137,0
8012,L,300.8,311.8,1427,43.3,180,0
9466,M,298.6,309.4,1460,43.8,138,0
8176,M,299.9,311.3,1445,41.2,169,0
426,M,297.3,308.4,1665,28.9,17,0
287,L,298.2,308.3,1589,33.2,94,0
7562,L,300.3,311.1,1388,49.4,128,0
4647,L,303.3,311.4,1497,46.0,234,1
2378,M,299.2,308.3,1582,45.5,107,0
9170,L,297.7,308.8,1896,24.5,186,0
4280,L,302.0,310.1,1361,45.4,174,1
300,M,297.8,308.3,1567,35.6,131,0
6739,H,301.8,311.1,1463,50.1,149,0
8574,L,297.6,308.4,1626,32.4,130,0
4958,M,303.8,312.6,1768,23.9,149,0
8753,M,297.4,308.5,1465,55.9,153,0
4263,L,302.6,311.0,2001,20.7,137,0
6087,L,300.9,310.8,1482,37.0,5,0
7564,M,300.4,311.2,1831,23.4,133,0
3002,L,300.5,309.8,1445,43.9,164,0
9838,M,298.4,309.3,1355,50.6,8,0
5097,H,304.2,313.5,1627,32.2,91,0
6637,M,301.5,310.5,1774,25.5,121,0
544,H,297.5,309.3,1563,36.1,100,0
4325,L,301.7,310.2,1486,43.0,66,0
4015,L,302.1,311.0,1740,30.8,182,0
9163,M,297.6,308.6,1509,39.7,166,0
4938,L,303.4,312.3,1540,38.7,96,0
1894,L,297.8,307.5,1631,29.9,144,0
7757,L,300.5,311.8,1368,57.9,191,1
8167,L,299.7,311.1,1603,31.4,141,0
9233,L,298.2,309.1,1350,52.0,136,0
5007,M,303.7,312.8,1366,47.3,49,0
7652,M,300.4,311.5,1476,32.6,144,0
5857,H,301.2,310.9,1598,35.9,71,0
655,L,297.8,309.2,1683,30.9,163,0
4515,L,302.4,310.3,1479,36.2,115,0
1396,L,299.1,310.4,1452,39.7,151,0
4650,M,303.3,311.4,1395,59.1,4,0
7013,L,300.4,310.4,1298,61.4,19,0
1594,L,298.0,308.3,1544,34.7,213,0
5238,L,303.8,313.0,1499,42.3,38,0
8188,L,299.6,310.9,1448,46.3,196,0
6849,M,301.1,311.3,1389,53.3,8,0
1320,L,299.0,310.3,1929,24.4,180,0
420,M,297.3,308.3,1501,38.2,2,0
1686,L,297.9,307.3,1824,26.3,5,0
5825,L,301.2,311.0,1596,37.2,219,0
1523,H,298.2,309.0,1562,37.7,36,0
8027,L,300.7,311.9,1399,50.2,222,1
9431,L,298.1,308.7,1671,28.8,41,0
611,L,298.1,310.0,1534,33.7,47,0
314,L,298.0,308.6,1313,50.8,170,0
2297,L,299.4,308.7,1553,42.7,128,0
8457,L,298.6,309.9,1556,38.6,36,0
2089,L,299.6,309.4,1331,46.4,16,0
7763,M,300.3,311.5,1400,43.8,0,0
8615,L,297.5,308.5,1691,33.1,9,0
128,L,298.9,308.6,1413,46.5,122,0
6345,H,300.2,309.8,1374,47.7,8,0
4376,L,302.0,309.7,1414,36.3,209,0
7869,H,300.4,311.9,1438,46.7,41,0
9653,M,299.0,310.0,1488,46.3,198,0
2141,L,299.3,309.0,1419,46.6,158,0
7493,M,300.3,311.7,1319,51.4,170,0
6604,M,301.5,310.6,1403,47.4,34,0
4700,L,303.5,311.6,1428,46.2,139,0
3497,L,301.9,310.9,1309,48.0,124,0
5975,L,300.5,310.7,1488,39.4,159,0
8011,L,300.8,311.8,1323,61.1,178,0
6887,M,300.8,311.3,1465,43.2,113,0
1281,H,298.3,309.5,1521,37.1,84,0
9715,L,299.1,310.1,1894,20.1,106,0
7943,L,300.8,311.7,1432,45.8,6,0
7033,L,300.7,310.9,1723,31.0,73,0
8677,M,297.3,308.5,1520,42.4,171,0
3762,M,302.4,311.0,1490,37.1,168,0
3975,L,302.4,311.5,1505,37.9,79,0
8987,M,297.1,307.8,1443,43.9,137,0
4426,L,302.5,310.2,1547,36.9,103,0
7577,M,300.3,311.1,1477,44.2,166,0
1922,L,298.1,307.9,1665,32.0,7,0
6457,L,300.7,310.2,1387,50.6,83,0
5856,M,301.2,310.9,1424,45.2,68,0
6480,L,300.6,309.8,1418,42.7,147,0
1075,L,297.0,307.9,1595,31.7,170,0
1684,M,297.9,307.4,1403,52.8,0,0
3304,L,301.2,310.4,1390,49.9,74,0
416,L,297.5,308.4,1511,42.8,209,0
755,M,296.9,308.1,1483,44.3,219,0
8666,L,297.6,308.7,1365,50.6,143,0
8760,M,297.5,308.7,1352,53.0,171,0
5363,L,303.2,312.6,1281,57.0,144,0
444,H,297.4,308.5,1469,45.1,63,0
5834,L,301.3,311.2,1457,44.5,14,0
6786,L,301.2,310.6,1389,45.3,64,0
2807,L,300.0,309.3,1364,41.2,104,0
4667,M,303.3,311.5,1569,36.6,47,0
3562,L,301.7,310.6,1486,38.5,78,0
9618,L,299.0,310.2,1516,35.3,102,0
597,M,297.6,309.6,1530,37.3,10,0
7512,L,300.4,311.8,1601,36.1,0,0
9323,M,298.5,309.3,1512,38.1,170,0
3506,L,301.6,310.8,1726,26.7,150,0
5050,H,304.0,313.1,1472,45.5,166,0
3639,M,302.3,311.5,1445,44.8,65,0
4482,M,302.6,310.4,1544,35.1,25,0
8968,L,297.1,307.8,1536,40.4,92,0
5922,L,300.5,310.3,1336,57.1,29,0
6701,H,301.6,310.9,1419,50.2,51,0
811,L,296.9,307.7,1550,39.7,124,0
1834,L,297.8,307.3,1327,61.0,186,1
7182,L,300.2,310.3,1331,52.1,30,0
55,L,298.7,309.0,1691,30.1,154,0
9937,H,298.3,308.2,1534,33.2,75,0
6017,L,300.7,310.7,1425,45.3,48,0
5086,M,304.0,313.0,1377,56.0,61,0
8852,M,297.7,308.9,1573,35.1,9,0
3766,M,302.4,311.1,1443,51.8,178,0
1966,L,297.8,307.5,1581,33.1,116,0
7263,M,300.4,310.6,1545,35.6,16,0
8039,L,300.7,311.8,1486,47.3,19,0
1890,H,297.7,307.4,1432,40.2,132,0
3365,L,301.4,310.5,1633,39.5,0,0
9272,L,298.2,308.7,1991,20.5,36,0
9325,L,298.6,309.3,1537,37.6,175,0
4569,M,302.7,310.8,1555,36.1,35,0
6840,L,301.2,311.2,1558,34.1,204,0
3155,L,300.4,309.7,1534,42.5,127,0
3983,L,302.2,311.3,1475,48.6,104,0
356,L,297.6,308.3,1623,36.9,61,0
6388,M,300.2,309.8,1487,39.2,122,0
5591,M,302.5,311.9,1340,59.4,60,0
2017,L,298.5,308.3,1458,44.0,44,0
8237,L,299.2,310.6,1498,41.1,88,0
9613,M,299.0,310.2,1625,31.8,89,0
7786,L,300.2,311.5,1383,42.1,60,0
8370,L,298.8,309.7,1953,20.6,25,0
8768,L,297.5,308.6,1380,53.5,192,0
4561,L,302.7,310.7,1597,41.9,15,0
1659,H,298.1,308.0,1570,35.3,159,0
8498,M,298.3,309.4,1509,34.2,141,0
7811,L,300.1,311.5,2218,17.0,123,0
1671,L,298.2,307.8,1528,31.1,194,0
4282,L,302.0,310.0,1832,22.9,178,0
7020,L,300.8,310.8,1741,27.1,39,0
4540,L,302.5,310.3,1592,32.6,174,0
3448,L,301.7,310.6,1624,34.5,216,0
6784,L,301.3,310.8,1450,46.9,59,0
1837,L,297.7,307.2,1518,35.8,195,0
5630,L,302.7,312.2,1405,51.4,157,0
1037,M,296.4,307.5,1684,31.4,72,0
8963,L,297.3,307.9,1628,30.2,80,0
1392,L,298.9,310.2,2737,8.8,142,1
974,L,295.9,306.6,1679,30.4,117,0
3186,L,300.1,309.3,1685,27.1,203,0
796,L,296.9,307.8,1605,37.0,84,0
8125,L,300.2,311.4,1568,41.0,32,0
7490,M,300.2,311.6,1751,28.0,162,0
3481,L,301.9,310.8,1400,58.2,79,0
4656,L,303.1,311.1,1854,22.6,19,0
7548,L,300.1,311.4,1430,40.9,93,0
9434,M,298.0,308.7,1430,51.9,47,0
9584,L,299.3,310.5,1281,59.8,15,0
2783,M,300.2,309.6,1491,41.8,41,0
8158,L,299.6,310.8,1498,46.9,116,0
217,L,298.3,308.6,1499,38.3,142,0
5670,M,302.2,311.5,1479,39.5,36,0
5020,M,304.0,313.1,1466,39.5,83,0
2080,M,299.3,309.3,1523,37.9,204,0
7108,H,300.9,310.5,1512,41.2,49,0
9223,M,297.9,309.0,1525,38.5,113,0
8059,L,300.3,311.6,1515,44.9,69,0
6201,L,301.0,310.9,1679,29.8,64,0
8243,M,299.0,310.3,1689,29.7,101,0
9085,L,297.2,307.9,1326,75.4,172,1
2055,M,299.6,309.4,1605,29.8,142,0
5558,M,302.5,312.0,1436,43.5,184,0
9539,L,299.3,310.6,1480,45.1,107,0
441,L,297.4,308.5,1389,39.2,54,0
6176,L,300.9,310.8,1517,44.3,4,0
4371,L,302.0,309.9,1308,57.6,197,1
9450,M,298.1,308.8,1434,41.8,93,0
2616,L,299.3,309.0,1516,38.7,64,0
2547,L,299.2,309.1,1605,34.3,107,0
5668,L,302.2,311.4,2080,19.2,31,0
9316,L,298.5,309.5,1569,41.0,153,0
7189,L,300.4,310.4,1286,56.8,46,0
8414,M,298.6,309.7,1422,49.7,139,0
6568,M,301.3,310.6,1499,36.1,163,0
6640,L,301.4,310.5,1380,48.4,131,0
2135,L,299.3,309.0,1473,46.3,146,0
514,L,297.4,309.2,1428,38.8,26,0
4066,M,301.9,310.7,1511,37.6,70,0
5444,M,303.0,312.7,1426,46.8,99,0
2669,M,299.8,309.3,1640,31.1,211,0
315,M,297.9,308.5,1300,53.0,172,0
4089,L,301.9,310.5,1477,42.4,128,0
2437,H,299.0,308.2,1662,30.4,55,0
4793,H,303.7,312.7,1564,40.2,150,0
4661,L,303.2,311.2,1439,43.9,30,0
5362,L,303.3,312.7,1643,30.7,142,0
1423,L,298.7,309.8,1530,35.5,0,0
8922,L,297.1,308.1,1633,33.3,192,0
6665,L,301.3,310.4,1538,38.4,195,0
185,L,298.2,308.2,1667,30.6,59,0
6395,M,300.2,309.7,1408,44.0,144,0
5720,L,302.3,312.0,1398,43.3,171,0
1753,L,298.2,307.6,1492,37.2,178,0
1717,L,298.1,307.7,1523,37.7,80,0
8990,L,297.2,307.9,1469,48.2,144,0
3444,L,301.5,310.5,1535,39.0,204,0
1733,H,298.4,307.9,1700,28.2,120,0
9339,H,298.5,309.0,1531,30.8,212,0
3265,H,301.3,310.1,1455,44.1,188,0
7422,M,300.1,311.4,1342,48.5,203,0
5779,M,301.7,311.1,1489,41.4,108,0
3044,L,300.3,309.5,1551,37.9,42,0
4509,L,302.4,310.0,1426,46.6,102,0
530,L,297.6,309.5,1569,36.2,63,0
6415,M,300.4,310.1,1457,35.1,193,0
696,L,297.6,309.0,1487,45.4,64,0
8926,M,297.2,308.2,1405,42.5,204,0
15,L,298.6,309.2,2035,19.6,40,0
1537,M,298.2,308.9,1326,54.4,75,0
3768,L,302.3,311.1,1630,35.6,183,0
3504,L,301.7,310.8,1493,47.6,145,0
7674,M,300.5,311.6,1476,39.1,199,0
2149,L,299.4,308.9,1583,34.1,176,0
7794,L,300.1,311.5,1434,40.8,80,0
8341,M,298.8,309.7,1480,38.1,157,0
7173,M,300.1,310.1,1402,46.6,10,0
930,L,295.6,306.0,1419,51.1,7,0
4288,M,301.7,309.9,1457,39.2,192,0
7880,M,300.8,312.3,1535,40.3,71,0
2227,M,299.6,308.9,1685,27.8,161,0
1204,H,297.0,308.1,1410,47.6,79,0
214,L,298.4,308.7,1386,44.9,135,0
6484,L,300.7,309.9,1412,45.3,155,0
1012,M,296.2,307.3,1451,42.8,11,0
3723,L,302.2,311.2,1451,41.8,66,0
93,M,298.9,308.9,1727,27.1,37,0
6369,M,300.0,309.6,1423,48.7,67,0
6519,H,301.0,310.0,1212,67.9,30,0
9995,L,298.8,308.3,1634,27.9,12,0
1703,L,298.0,307.7,1430,47.3,49,0
4032,L,302.0,310.8,1447,42.7,229,0
193,H,298.2,308.4,1398,51.8,76,0
9121,L,297.4,308.4,1525,38.7,62,0
4852,L,303.7,312.1,1363,51.8,90,1
3138,L,300.4,309.9,1567,36.5,72,0
637,L,298.3,309.9,1463,43.9,116,0
9406,M,297.7,308.1,1469,48.8,183,0
6381,L,300.2,309.8,1430,55.0,102,0
5322,M,303.4,312.7,1576,49.9,28,0
6329,L,300.7,310.0,1672,29.7,176,0
6883,L,300.9,311.4,2073,21.4,105,0
8720,L,297.2,308.8,1451,43.1,68,0
2402,M,299.2,308.6,1367,47.6,168,0
6591,L,301.7,310.7,1763,25.9,3,0
3205,L,300.1,309.0,1404,54.8,29,0
4504,M,302.5,310.2,1751,30.5,90,0
3828,M,302.4,310.9,1469,41.6,124,0
8183,M,299.7,311.1,1649,32.7,185,0
6280,L,301.3,310.8,1432,54.4,51,0
1464,L,298.8,310.1,1607,39.5,105,0
9794,H,298.5,309.4,1414,46.7,102,0
5294,M,303.9,313.4,1464,49.1,171,0
5047,M,304.1,313.2,1410,42.4,155,0
2129,L,299.4,309.0,1800,24.3,128,0
9939,L,298.3,308.1,1528,33.9,82,0
3557,L,301.9,310.8,1735,31.5,66,0
4583,L,302.9,311.2,1634,36.9,71,0
504,M,297.6,309.2,1442,48.1,0,0
6842,M,301.1,311.2,1591,35.0,208,0
7738,M,300.5,312.0,1985,19.3,143,0
3615,L,301.8,311.0,1606,33.3,4,0
1989,H,298.3,307.9,1420,39.2,176,0
3521,L,301.9,311.0,1669,32.2,191,0
2882,M,300.6,309.6,1588,37.0,50,0
8002,L,300.8,312.0,1374,50.2,154,0
8464,M,298.7,309.9,1411,45.1,51,0
7642,M,300.4,311.4,1352,57.3,116,0
499,L,297.5,309.1,1611,30.2,211,0
6867,M,301.0,311.3,1454,41.5,57,0
9095,M,297.3,308.1,1370,58.8,199,0
6672,L,301.5,310.6,1357,42.1,212,0
6178,L,301.0,310.8,1527,45.3,8,0
2194,M,299.5,308.9,1448,42.9,74,0
3978,M,302.2,311.3,1510,36.6,91,0
5750,H,302.2,311.8,1330,62.4,31,0
8024,H,300.9,312.0,1397,42.7,212,0
3811,M,302.2,310.8,1562,38.1,78,0
893,L,295.7,306.1,1343,54.4,119,0
3961,L,302.2,311.4,1390,48.1,40,0
4611,L,303.1,311.2,1394,45.3,144,0
9556,H,299.4,310.8,1585,31.4,149,0
1853,M,297.6,307.1,1526,39.1,39,0
7556,L,300.3,311.3,1332,60.5,112,0
2070,H,299.7,309.6,1553,41.0,179,0
8618,L,297.6,308.6,1529,45.3,15,0
1619,L,297.9,307.8,1286,59.5,55,0
345,M,297.5,308.2,2448,13.8,29,0
7853,L,300.3,311.7,1515,37.5,5,0
8310,M,298.7,310.0,1459,40.2,69,0
529,M,297.5,309.5,1553,42.4,60,0
628,L,298.4,310.1,1455,42.2,94,0
6525,L,301.1,310.4,1874,24.8,47,0
9372,L,297.7,308.4,1289,51.3,82,0
4608,L,303.0,311.1,1980,20.2,137,0
1069,L,296.8,307.8,1394,47.7,155,0
8903,H,297.4,308.7,1522,46.3,146,0
7379,L,299.5,310.0,1388,52.4,94,0
6949,L,300.7,311.2,1457,51.4,61,0
9705,L,298.9,310.1,1577,41.4,80,0
8287,M,298.8,310.5,1678,32.8,4,0
8070,M,300.5,311.9,1875,22.1,100,0
519,L,297.6,309.5,1924,20.6,37,0
7452,L,300.3,311.8,1508,43.1,57,0
4731,L,303.3,311.7,1508,35.5,217,0
6571,L,301.4,310.6,1634,31.1,171,0
2850,L,300.4,309.3,1766,28.2,207,0
6586,M,301.5,310.5,1600,32.8,205,0
9352,L,298.3,308.8,1645,30.4,33,0
9563,M,299.7,311.0,1435,50.1,168,0
605,L,297.9,309.9,1542,33.8,33,0
8332,M,298.8,309.7,1392,48.7,133,0
9639,H,299.3,310.4,1393,44.9,162,0
3277,L,301.3,310.0,1438,40.9,7,0
2789,L,300.3,309.6,1326,52.4,57,0
4809,L,303.5,312.3,1404,48.6,193,0
5096,M,304.1,313.5,1428,39.9,88,0
5606,L,302.9,312.2,1510,41.4,94,0
569,L,297.8,309.7,1935,22.1,171,0
9440,M,298.1,308.8,1433,48.2,62,0
3692,L,302.1,311.2,1460,46.9,198,0
9633,M,299.0,310.0,1337,57.4,146,0
5835,L,301.3,311.3,1434,49.8,16,0
7286,M,300.2,310.4,1202,61.7,74,0
7585,L,300.4,311.2,1472,37.3,187,0
3077,L,300.0,309.2,1444,43.6,123,0
9744,L,298.9,310.2,1562,42.5,179,0
1374,M,298.8,310.3,1366,59.0,94,0
5087,L,304.0,313.0,1541,45.9,64,0
3517,L,302.0,311.1,1402,47.8,182,0
2109,H,299.4,309.0,1415,51.7,62,0
5793,M,301.8,311.3,1624,31.6,145,0
3307,L,301.4,310.5,1432,54.3,81,0
8944,M,297.3,308.4,1449,44.4,34,0
6969,L,300.9,311.2,1789,25.5,114,0
3030,L,300.4,309.5,1525,51.3,4,0
5517,L,302.6,312.0,1674,32.2,70,0
632,L,298.4,310.0,1554,37.3,103,0
4224,L,302.0,310.7,1657,31.9,37,0
3490,L,301.9,310.9,1542,36.7,101,0
9590,L,299.2,310.4,1472,43.3,32,0
3369,L,301.5,310.8,1350,58.5,13,0
967,M,295.8,306.5,1641,32.2,101,0
4619,M,303.0,311.3,1335,53.6,164,1
6711,L,301.5,310.7,1323,49.7,79,0
440,M,297.4,308.3,1535,34.6,51,0
2973,M,300.6,309.4,1432,44.2,84,0
6707,L,301.4,310.6,1381,46.1,70,0
2601,L,299.3,309.0,1422,47.3,25,0
9345,L,298.2,308.8,1616,33.7,16,0
9719,L,298.9,309.9,1517,36.6,117,0
9856,L,298.7,309.6,1516,38.5,61,0
3955,M,302.3,311.4,1909,23.2,25,0
2433,L,298.9,308.2,1510,43.5,46,0
5621,L,303.0,312.3,1533,38.5,134,0
4030,H,302.0,310.9,1679,29.0,222,0
8400,L,298.6,309.7,1294,59.4,104,0
6384,H,300.2,309.7,1483,43.8,108,0
1534,M,298.0,308.9,1339,51.4,68,0
5169,H,304.1,313.4,1696,29.6,65,0
5221,L,303.8,313.0,1633,32.9,207,0
8905,L,297.4,308.7,1584,38.2,154,0
9561,L,299.6,310.9,1487,42.5,164,0
5256,M,303.5,313.0,1403,51.9,77,0
8307,M,298.7,310.1,1549,42.5,61,0
8532,L,298.6,309.3,1449,46.5,26,0
8709,M,297.2,308.5,1364,54.0,43,0
5498,M,302.9,312.5,1551,40.0,20,0
6131,L,301.0,310.9,1473,44.2,116,0
5537,M,302.3,311.8,1363,54.0,119,1
4518,L,302.4,310.3,1520,31.6,121,0
8033,L,300.8,312.0,1416,46.5,7,0
3038,L,300.5,309.7,1887,24.3,28,0
4156,L,302.0,310.5,1370,44.4,85,1
6349,L,300.2,309.8,1557,33.8,19,0
6822,M,300.8,310.6,1545,37.5,155,0
7184,L,300.2,310.3,1445,50.9,34,0
9836,L,298.4,309.3,1545,36.9,3,0
7057,M,300.8,310.5,1409,50.6,141,0
5829,L,301.3,311.1,1504,39.1,2,0
2557,M,299.3,309.1,1449,47.9,131,0
9198,M,297.9,308.8,1469,49.0,51,0
3222,L,300.6,309.6,1423,49.1,74,0
1774,L,298.5,308.0,1384,59.5,27,0
8870,L,297.9,309.0,1528,37.5,54,0
1615,M,297.8,307.9,1802,25.8,43,0
6633,L,301.4,310.4,1301,51.2,112,0
4029,L,302.0,310.9,1455,43.2,220,0
6244,L,301.0,310.4,2204,16.6,175,0
5609,M,303.1,312.3,1623,31.6,101,0
1616,L,297.8,307.9,1447,48.6,46,0
2834,L,300.3,309.2,1807,26.4,169,0
3812,M,302.1,310.7,1608,30.3,81,0
3886,L,302.5,311.5,1677,29.2,49,0
9907,M,298.6,309.1,1587,37.3,203,0
6555,M,301.4,310.7,1639,29.8,127,0
4680,L,303.6,311.8,1695,30.7,90,0
3649,M,302.2,311.5,1443,47.0,90,0
4290,M,301.8,310.0,1781,23.9,198,0
7429,M,300.0,311.4,1864,23.3,2,0
6850,L,301.1,311.3,1498,37.6,11,0
3807,M,302.3,310.9,1360,44.0,67,1
4586,L,302.8,311.1,1563,32.2,78,0
9445,L,298.1,308.9,2136,15.9,78,0
781,M,296.9,308.0,1409,50.7,43,0
2539,L,299.1,308.8,1429,50.1,84,0
4765,M,303.7,312.0,1402,48.6,76,0
5808,M,301.4,310.9,1489,38.9,179,0
9397,L,297.8,308.3,1498,47.3,160,0
5572,L,302.4,312.0,1562,37.9,10,0
4584,M,302.9,311.2,1467,37.7,73,0
8961,L,297.3,307.9,1797,24.7,75,0
2366,L,299.4,308.5,1845,22.9,76,0
1806,H,298.1,307.7,1376,56.2,113,0
4885,H,303.8,312.5,1655,28.0,170,0
3401,H,301.4,310.7,1536,44.4,96,0
6001,H,300.4,310.2,1431,43.2,0,0
6487,L,300.5,309.8,1939,21.4,164,0
5064,H,304.0,312.9,1495,46.6,0,0
5260,L,303.5,312.9,1544,36.9,87,0
4044,M,302.0,310.8,1445,46.3,17,0
2015,L,298.6,308.4,1310,59.7,40,0
7048,L,300.6,310.4,1401,42.6,114,0
9581,M,299.5,310.7,1423,56.5,7,0
9725,M,298.8,309.7,2098,19.0,133,0
1014,M,296.1,307.2,1619,29.7,17,0
5802,L,301.5,310.8,1413,44.6,166,0
5566,L,302.4,311.9,1671,29.9,204,0
353,M,297.6,308.4,1507,46.0,51,0
3796,M,302.1,310.8,1409,41.3,39,0
3068,L,300.1,309.2,1533,37.0,101,0
3772,M,302.3,311.0,1384,49.7,192,0
9319,L,298.5,309.4,1364,44.5,162,0
2196,L,299.6,308.9,1613,30.8,80,0
1333,L,299.0,310.3,1868,24.0,221,0
6662,M,301.3,310.4,1501,39.8,187,0
3475,M,301.9,310.8,1557,35.3,65,0
9673,H,299.0,310.2,1744,31.5,0,0
1359,M,298.7,310.1,1693,31.9,51,0
6325,M,300.7,310.1,1367,52.6,167,0
4908,M,303.6,312.5,1607,33.7,14,0
8591,L,297.4,307.9,1557,35.5,174,0
2228,L,299.5,308.8,1965,20.4,164,0
2711,L,299.6,309.1,1574,39.2,83,0
838,L,296.6,307.4,1465,47.8,187,0
4768,L,303.6,311.9,1473,50.1,84,0
196,L,298.3,308.5,1453,42.9,89,0
7168,L,300.3,310.3,1362,60.3,206,1
4255,L,302.6,311.0,1284,68.0,114,1
2797,L,300.2,309.5,1539,35.3,80,0
9186,L,297.9,309.1,1442,50.3,24,0
76,L,298.8,308.9,1379,46.7,204,0
7682,L,300.7,311.8,1443,43.7,217,0
8105,L,300.3,311.9,1692,31.5,187,0
1555,M,298.4,308.7,1584,31.7,117,0
6788,H,301.1,310.6,1388,58.5,68,0
5355,L,303.4,312.6,1462,37.5,118,0
8856,L,297.7,308.9,1662,28.1,19,0
3089,M,300.0,309.1,1624,30.8,155,0
2843,L,300.3,309.3,1345,53.5,192,0
9926,M,298.5,308.7,1367,47.3,47,0
4522,L,302.4,310.4,1865,23.9,129,0
2506,L,299.2,309.1,1387,48.7,4,0
8236,M,299.2,310.6,1443,50.9,85,0
7056,L,300.8,310.6,1663,30.6,139,0
