UDI,Rotational speed,Torque,Tool wear,y
1069,1394,47.7,155,0
1070,1840,24.6,157,0
1071,1477,37.2,160,0
1072,1425,49.1,163,0
1073,1414,46.2,165,0
1074,1414,47.5,168,0
1075,1595,31.7,170,0
1076,1345,54.5,172,0
1077,1653,35.9,177,0
1078,1547,36.5,179,0
1079,1656,30.8,181,0
1080,1731,28.5,186,0
1081,1774,28.0,188,0
1082,1521,40.2,190,0
1083,1420,39.8,192,0
1084,1683,32.3,197,0
1085,1498,47.1,199,0
1086,1385,56.4,202,1
1087,1455,49.0,204,0
1088,1549,35.8,206,1
1089,1392,43.9,0,0
1090,2008,17.5,3,0
1091,1464,41.4,6,0
1092,1447,46.4,8,0
1093,1685,32.0,10,0
1094,1443,39.2,13,0
1095,1354,44.4,16,0
1096,2721,9.3,18,1
1097,1680,35.8,20,0
1098,1397,48.3,22,0
1099,1521,37.9,27,0
1100,1472,43.9,30,0
1101,1695,30.0,33,0
1102,1607,33.6,38,0
1103,1347,54.8,43,0
1104,1540,38.7,45,0
1105,1389,42.7,48,0
1106,1734,27.0,50,0
1107,1540,38.6,53,0
1108,1515,42.1,55,0
1109,1504,45.8,58,0
1110,1557,35.1,60,0
1111,1292,52.5,62,0
1112,1432,49.2,64,0
1113,1350,55.6,69,0
1114,1790,25.8,72,0
1115,1540,37.4,75,0
1116,2077,19.1,80,0
1117,1487,37.5,83,0
1118,1523,40.7,85,0
1119,1443,41.8,87,0
1120,1340,59.1,89,0
1121,1654,31.0,91,0
1122,1459,40.2,96,0
1123,1541,38.5,98,0
1124,1386,62.3,100,1
1125,1258,69.0,105,1
1126,1375,51.4,108,0
1127,1706,30.8,111,0
1128,1672,32.4,113,0
1129,1843,25.2,116,0
1130,1690,29.6,119,0
1131,1413,46.5,121,0
1132,1489,33.4,123,0
1133,1271,61.4,125,0
1134,1418,47.9,127,0
1135,1426,50.7,130,0
1136,1535,39.2,133,0
1137,1557,38.1,135,0
1138,1653,29.7,137,0
1139,1435,41.6,139,0
1140,1569,33.3,141,0
1141,1385,44.8,144,0
1142,1635,31.6,147,0
1143,1423,43.9,149,0
1144,1479,39.2,151,0
1145,1296,69.1,153,1
1146,1553,33.3,155,0
1147,1529,42.2,157,0
1148,1690,25.6,159,0
1149,1348,58.0,162,0
1150,1446,38.5,164,0
1151,1456,50.0,166,0
1152,1350,47.7,168,0
1153,1507,38.3,170,0
1154,1448,45.6,172,0
1155,1626,29.9,177,0
1156,1846,27.3,179,0
1157,1404,40.7,184,0
1158,1583,37.2,189,0
1159,1436,47.7,191,0
1160,1609,35.6,193,0
1161,1834,23.8,195,0
1162,1316,61.2,200,1
1163,1400,57.1,202,1
1164,1367,47.1,204,0
1165,1754,30.3,206,0
1166,1487,34.6,208,0
1167,1506,37.7,210,0
1168,1362,52.5,213,1
1169,1584,36.8,215,0
1170,1355,43.7,217,0
1171,1823,24.3,219,0
1172,1517,41.4,222,0
1173,1446,36.6,227,0
1174,1559,38.8,229,0
1175,1352,44.4,0,0
1176,1578,37.8,3,0
1177,1429,42.0,6,0
1178,1604,39.4,9,0
1179,1398,60.4,12,0
1180,1441,43.4,14,0
1181,1531,35.6,16,0
1182,1379,52.1,21,0
1183,1410,48.1,23,0
1184,1513,40.5,25,0
1185,1497,47.5,27,0
1186,1491,46.5,29,0
1187,1417,47.8,31,0
1188,1522,38.0,33,0
1189,1339,52.1,36,0
1190,1794,27.5,38,0
1191,1460,42.1,41,0
1192,1776,28.0,43,0
1193,1431,43.7,46,0
1194,1347,50.8,49,0
1195,1507,43.1,51,0
1196,1408,47.9,54,0
1197,1493,34.7,57,0
1198,1441,47.6,60,0
1199,1557,36.5,63,0
1200,1979,20.4,68,0
1201,1430,55.9,71,0
1202,1658,41.0,74,0
1203,1355,51.4,76,0
1204,1410,47.6,79,0
1205,1521,34.5,84,0
1206,1371,54.5,86,0
1207,1318,53.5,88,0
1208,1573,34.9,93,0
1209,1489,44.1,96,0
1210,2540,13.3,98,0
1211,1537,39.0,103,0
1212,1416,46.9,105,0
1213,1359,56.5,110,0
1214,1551,38.9,112,0
1215,1694,33.0,115,0
1216,1709,28.4,118,0
1217,1514,41.0,120,0
1218,1455,43.5,122,0
1219,1702,30.7,124,0
1220,1357,41.8,127,0
1221,1577,29.4,130,0
1222,1399,46.4,132,0
1223,1399,59.0,135,0
1224,1492,48.1,137,0
1225,1763,25.7,139,0
1226,1492,41.5,141,0
1227,1488,42.5,146,0
1228,1422,42.1,148,0
1229,1583,38.2,150,0
1230,1304,53.5,153,0
1231,1880,23.5,155,0
1232,1604,40.7,158,0
1233,1500,37.1,161,0
1234,1364,55.6,163,0
1235,2440,14.0,166,0
1236,1654,31.4,171,0
1237,1359,46.6,176,0
1238,1502,37.3,181,0
1239,1615,32.6,184,0
1240,1482,39.3,187,0
1241,1636,31.3,192,0
1242,1621,32.4,194,0
1243,1468,44.4,197,0
1244,1432,53.4,199,0
1245,1726,28.4,202,0
1246,1588,33.4,204,0
1247,1653,33.3,207,0
1248,1513,42.9,212,0
1249,1489,40.2,214,0
1250,1467,36.8,216,0
1251,1549,36.1,218,0
1252,1359,48.7,220,0
1253,1533,41.5,223,0
1254,1309,57.3,0,0
1255,1430,49.4,2,0
1256,1419,50.7,7,0
1257,1535,37.7,12,0
1258,1466,43.0,15,0
1259,1427,50.4,17,0
1260,1280,48.5,19,0
1261,1528,33.8,22,0
1262,1885,25.2,24,0
1263,1648,33.0,29,0
1264,1400,56.9,34,0
1265,2243,15.7,36,0
1266,1558,35.7,39,0
1267,1633,34.8,41,0
1268,1549,38.7,43,0
1269,1496,45.8,46,0
1270,1467,41.8,48,0
1271,1276,65.9,50,0
1272,1490,40.5,53,0
1273,1562,38.1,58,0
1274,1397,48.2,63,0
1275,1530,40.2,65,0
1276,1362,47.6,70,0
1277,1693,34.4,73,0
1278,1408,46.5,76,0
1279,1398,52.9,79,0
1280,1531,40.1,81,0
1281,1521,37.1,84,0
1282,1427,54.3,89,0
1283,1546,36.1,94,0
1284,1356,45.4,96,0
1285,2153,15.3,98,1
1286,1492,41.7,100,0
1287,1582,40.3,103,0
1288,1419,41.5,105,0
1289,1441,48.2,107,0
1290,1635,32.2,110,0
1291,1429,45.8,113,0
1292,1675,28.4,115,0
1293,1868,23.8,118,0
1294,1582,33.4,121,0
1295,1486,40.3,126,0
1296,1402,54.3,128,0
1297,1621,34.1,130,0
1298,1428,42.4,132,0
1299,1343,53.6,134,0
1300,1458,40.2,137,0
1301,1322,57.0,140,0
1302,1483,32.8,142,0
1303,1505,45.7,144,0
1304,1593,42.5,146,0
1305,2098,19.6,148,0
1306,1672,30.4,150,0
1307,1487,41.4,152,0
1308,1423,42.1,154,0
1309,1750,25.0,156,0
1310,1654,31.1,158,0
1311,1498,50.2,160,0
1312,1587,30.2,162,0
1313,1473,42.6,164,0
1314,1359,56.9,166,0
1315,1635,34.5,168,0
1316,1520,45.0,171,0
1317,1507,36.7,173,0
1318,1428,46.3,175,0
1319,1582,33.3,177,0
1320,1929,24.4,180,0
1321,1540,38.1,182,0
1322,1362,53.0,185,0
1323,1452,49.9,187,0
1324,1361,51.7,192,0
1325,1243,74.5,194,1
1326,1567,36.8,197,0
1327,1411,46.5,202,0
1328,1814,26.8,204,0
1329,1719,28.8,206,0
1330,1663,30.4,209,0
1331,1696,30.2,214,0
1332,1771,26.8,216,0
1333,1868,24.0,221,0
1334,1558,35.4,223,0
1335,1365,49.1,226,1
1336,1371,53.8,228,1
1337,1583,32.6,230,0
1338,1613,36.0,0,0
1339,1721,27.2,5,0
1340,1668,31.5,7,0
1341,1569,36.3,10,0
1342,1328,50.5,12,0
1343,1596,33.0,15,0
1344,1676,32.7,18,0
1345,1809,28.9,20,0
1346,1804,26.1,22,0
1347,1533,33.9,24,0
1348,1717,27.3,26,0
1349,1363,45.5,28,0
1350,1402,45.9,30,0
1351,1436,47.5,32,0
1352,1525,43.7,34,0
1353,1598,33.3,36,0
1354,1444,48.1,39,0
1355,1334,48.0,42,0
1356,1681,35.5,44,0
1357,1593,37.4,47,0
1358,1461,45.7,49,0
1359,1693,31.9,51,0
1360,1404,50.3,54,0
1361,1707,27.6,56,0
1362,1458,41.9,61,0
1363,1517,41.2,64,0
1364,1433,54.6,66,0
1365,1566,33.1,68,0
1366,1676,33.5,70,0
1367,1368,56.8,72,0
1368,1581,37.5,75,0
1369,1708,27.1,78,0
1370,1481,41.5,83,0
1371,1451,40.0,86,0
1372,1495,38.7,88,0
1373,1573,41.8,91,0
1374,1366,59.0,94,0
1375,1553,36.8,97,0
1376,1528,37.1,99,0
1377,1527,31.2,102,0
1378,1461,46.7,105,0
1379,1455,44.9,107,0
1380,1620,34.8,112,0
1381,1786,27.7,114,0
1382,1583,35.7,116,0
1383,1653,30.3,119,0
1384,1331,49.0,121,0
1385,1484,43.8,124,0
1386,1603,36.1,126,0
1387,1445,40.0,129,0
1388,1823,26.1,131,0
1389,1491,45.3,133,0
1390,1533,42.8,138,0
1391,1409,54.8,140,0
1392,2737,8.8,142,1
1393,1494,46.6,144,0
1394,1594,33.3,147,0
1395,1527,44.0,149,0
1396,1452,39.7,151,0
1397,1483,39.2,153,0
1398,1569,38.2,155,0
1399,1472,46.6,157,0
1400,1533,43.5,159,0
1401,1366,62.7,161,0
1402,1532,37.7,166,0
1403,1313,56.8,171,0
1404,1372,48.0,174,0
1405,1555,40.6,176,0
1406,1394,42.7,179,0
1407,1442,48.0,181,0
1408,1564,33.8,183,0
1409,1452,48.9,185,0
1410,1466,42.5,187,0
1411,1469,53.2,189,0
1412,1944,23.4,192,0
1413,1415,53.2,194,0
1414,1528,36.7,197,0
1415,1570,42.1,200,0
1416,1617,33.0,203,0
1417,2083,18.2,205,0
1418,1541,38.5,208,0
1419,1320,47.4,210,0
1420,1354,53.3,212,1
1421,1495,35.2,214,0
1422,1589,31.8,217,0
1423,1530,35.5,0,0
1424,1539,33.4,2,0
1425,1462,46.8,4,0
1426,1356,54.0,6,0
1427,1622,34.6,8,0
1428,1394,40.3,11,0
1429,1568,33.7,13,0
1430,1456,43.8,15,0
1431,1378,49.3,18,0
1432,1404,41.4,20,0
1433,1437,42.8,23,0
1434,1363,44.0,25,0
1435,1377,49.6,27,0
1436,1526,42.1,30,0
1437,1510,44.2,35,0
1438,1439,45.2,40,1
1439,1482,39.1,45,0
1440,1534,37.0,47,0
1441,1741,27.7,50,0
1442,1550,38.8,53,0
1443,1486,38.5,55,0
1444,1602,38.2,58,0
1445,1477,37.9,60,0
1446,1618,29.2,62,0
1447,1628,35.8,64,0
1448,1662,33.6,67,0
1449,1657,31.0,70,0
1450,1677,30.8,73,0
1451,1447,39.9,78,0
1452,1831,25.4,81,0
1453,1584,34.4,83,0
1454,1450,40.9,85,0
1455,1428,46.9,87,0
1456,1382,53.0,89,0
1457,1501,43.0,91,0
1458,1475,42.4,93,0
1459,1364,54.0,95,0
1460,1472,36.1,97,0
1461,1437,47.8,99,0
1462,1491,45.1,101,0
1463,1706,27.6,103,0
1464,1607,39.5,105,0
1465,1412,46.3,107,0
1466,1546,40.9,109,0
1467,1365,50.5,111,0
1468,1544,30.2,113,0
1469,1419,44.9,115,0
1470,1497,41.6,118,0
1471,1437,42.6,120,0
1472,1421,53.6,122,0
1473,1438,44.5,124,0
1474,1315,48.9,127,0
1475,1366,61.9,130,0
1476,1519,35.4,133,0
1477,1692,28.3,136,0
1478,1570,35.6,138,0
1479,1568,35.8,140,0
1480,1355,43.8,142,0
1481,2056,18.7,144,0
1482,1332,60.2,147,0
1483,1448,52.5,150,0
1484,1578,35.6,153,0
1485,1562,39.2,155,0
1486,1976,19.3,158,0
1487,1524,34.6,161,0
1488,1429,48.5,164,0
1489,1568,36.3,166,0
1490,1723,26.6,168,0
1491,1341,43.8,171,0
1492,1353,46.2,173,0
1493,1479,58.5,176,1
1494,1496,44.9,179,0
1495,1377,48.5,181,0
1496,1383,44.6,184,0
1497,1268,69.4,189,1
1498,1629,34.3,191,0
1499,1790,27.2,193,0
1500,2206,16.3,195,0
1501,2101,17.4,198,0
1502,1436,48.2,201,0
1503,1462,48.2,204,0
1504,1771,26.2,206,0
1505,1506,47.0,208,0
1506,1626,36.7,210,0
1507,1610,33.7,212,0
1508,1376,55.7,214,0
1509,1507,37.3,217,0
1510,1429,37.7,220,1
1511,1547,38.9,0,0
1512,1642,30.3,3,0
1513,1503,36.3,5,0
1514,1568,32.9,10,0
1515,1628,37.6,12,0
1516,1614,35.5,15,0
1517,1278,54.0,18,0
1518,1408,38.8,20,0
1519,1371,55.7,23,0
1520,1512,38.5,28,0
1521,1472,40.1,31,0
1522,1585,34.3,33,0
1523,1562,37.7,36,0
1524,1519,36.9,41,0
1525,1601,35.8,43,0
1526,2449,13.8,45,0
1527,1787,27.6,47,0
1528,1425,44.5,49,0
1529,1559,34.0,54,0
1530,1557,36.0,56,0
1531,1497,40.5,58,0
1532,1438,41.4,60,0
1533,1417,39.2,65,0
1534,1339,51.4,68,0
1535,1757,29.1,71,0
1536,1581,36.1,73,0
1537,1326,54.4,75,0
1538,1467,39.6,78,0
1539,1798,29.6,81,0
1540,1449,46.4,83,0
1541,1525,39.3,86,0
1542,2304,15.1,89,0
1543,1379,54.7,91,0
1544,1628,34.9,93,0
1545,1474,52.7,95,0
1546,1544,38.8,97,0
1547,1391,48.4,100,0
1548,1348,55.5,102,0
1549,1349,52.1,104,0
1550,1706,29.5,107,0
1551,1638,32.4,109,0
1552,1458,40.1,111,0
1553,1781,27.8,113,0
1554,1332,59.1,115,0
1555,1584,31.7,117,0
1556,1491,42.0,120,0
1557,1398,47.1,122,0
1558,1585,30.6,127,0
1559,1476,43.5,129,0
1560,1458,41.8,132,0
1561,1510,39.9,134,0
1562,1388,53.8,137,0
1563,2216,16.8,139,0
1564,1402,51.0,141,0
1565,2090,19.0,143,0
1566,1459,42.1,146,0
1567,1403,44.8,148,0
1568,1521,39.3,151,0
1569,1407,47.1,153,0
1570,1654,35.3,155,0
1571,1452,43.5,158,0
1572,1528,37.3,160,0
1573,1230,59.6,162,0
1574,1466,42.4,164,0
1575,1478,50.1,166,0
1576,2057,18.0,168,0
1577,1490,41.7,170,0
1578,1484,43.4,172,0
1579,1593,37.0,174,0
1580,1444,43.8,176,0
1581,1444,47.5,178,0
1582,1560,33.0,181,0
1583,1530,42.0,184,0
1584,1310,61.0,189,1
1585,1639,33.3,191,0
1586,1400,48.7,194,0
1587,1486,44.2,196,0
1588,1448,43.3,199,0
1589,1688,32.0,202,0
1590,1453,41.5,204,0
1591,1497,37.7,207,0
1592,1355,49.4,209,0
1593,1592,38.2,211,0
1594,1544,34.7,213,0
1595,1373,51.2,215,0
1596,1365,52.9,218,1
1597,1877,24.3,0,0
1598,1531,40.8,2,0
1599,1501,36.7,4,0
1600,1490,46.2,6,0
1601,1543,43.7,8,0
1602,1597,38.2,11,0
1603,1600,33.5,13,0
1604,1622,32.1,18,0
1605,1452,39.8,21,0
1606,1396,42.5,23,0
1607,1505,39.7,25,0
1608,1412,48.3,27,0
1609,1393,38.0,29,0
1610,1581,34.9,31,0
1611,1573,37.9,33,0
1612,1726,27.3,35,0
1613,1540,39.8,38,0
1614,1296,62.9,41,0
1615,1802,25.8,43,0
1616,1447,48.6,46,0
1617,1662,30.7,48,0
1618,1563,34.3,53,0
1619,1286,59.5,55,0
1620,1590,34.6,57,0
1621,1492,43.7,59,0
1622,1844,21.9,61,0
1623,1538,38.3,63,0
1624,1921,22.9,68,0
1625,1310,57.9,70,0
1626,1365,46.9,73,0
1627,1303,59.3,75,0
1628,1499,37.5,78,0
1629,1451,38.2,80,0
1630,1336,54.4,82,0
1631,1412,44.5,85,0
1632,1433,39.2,87,0
1633,1426,43.6,89,0
1634,1476,45.2,91,0
1635,1406,58.5,93,0
1636,1383,56.5,98,0
1637,1505,37.3,100,0
1638,1665,33.9,102,0
1639,1397,45.0,104,0
1640,1450,43.5,106,0
1641,1567,36.4,109,0
1642,1555,37.0,111,0
1643,1588,35.4,114,0
1644,1453,37.7,119,0
1645,1622,33.3,121,0
1646,1538,38.5,123,0
1647,1527,42.8,125,0
1648,1761,28.9,128,0
1649,1373,50.2,130,0
1650,1482,37.8,132,0
1651,1417,51.0,137,0
1652,1414,51.7,140,0
1653,1635,34.0,142,0
1654,1386,57.3,147,0
1655,1379,62.3,149,0
1656,1577,35.9,151,0
1657,1532,42.5,154,0
1658,1374,48.8,156,0
1659,1570,35.3,159,0
1660,1697,31.0,164,0
1661,1499,44.1,166,0
1662,1411,47.2,168,0
1663,1462,45.5,171,0
1664,1759,28.6,176,0
1665,1535,38.0,179,0
1666,1491,39.7,181,0
1667,1551,36.0,186,0
1668,1769,27.2,188,0
1669,1551,34.1,190,0
1670,1544,31.4,192,0
1671,1528,31.1,194,0
1672,1614,35.8,196,0
1673,1432,49.8,198,0
1674,1384,43.7,200,0
1675,1540,37.8,203,0
1676,1407,43.9,205,0
1677,1418,43.0,207,0
1678,1647,30.8,212,0
1679,1644,32.8,215,0
1680,1792,27.9,217,0
1681,1610,34.6,219,0
1682,1804,26.0,222,0
1683,1604,36.1,225,1
1684,1403,52.8,0,0
1685,1438,44.5,3,0
1686,1824,26.3,5,0
1687,1663,28.7,7,0
1688,1502,36.7,12,0
1689,1606,35.5,14,0
1690,1561,37.7,16,0
1691,1435,42.9,18,0
1692,1602,38.3,21,0
1693,1764,27.7,23,0
1694,1683,27.8,26,0
1695,1618,35.2,31,0
1696,1509,41.6,33,0
1697,1550,39.0,35,0
1698,1519,44.0,37,0
1699,1481,38.0,40,0
1700,1289,48.3,42,0
1701,1844,23.8,44,0
1702,1479,42.5,47,0
1703,1430,47.3,49,0
1704,1636,36.7,51,0
1705,1503,44.7,54,0
1706,1608,32.6,57,0
1707,1521,42.9,60,0
1708,1439,41.6,62,0
1709,1627,31.5,64,0
1710,1749,26.1,66,0
1711,1530,35.9,68,0
1712,1355,51.3,70,0
1713,1551,33.8,72,0
1714,1515,46.7,74,0
1715,1388,48.6,76,0
1716,1585,34.6,78,0
1717,1523,37.7,80,0
1718,1369,54.5,82,0
1719,1681,31.0,84,0
1720,1503,38.3,87,0
1721,1459,44.5,89,0
1722,1688,32.4,91,0
1723,1952,21.6,93,0
1724,2029,19.9,96,0
1725,1457,52.5,98,0
1726,1392,50.4,101,0
1727,1906,22.1,104,0
1728,1602,33.4,106,0
1729,1465,49.4,109,0
1730,1439,43.8,111,0
1731,1330,55.4,114,0
1732,1485,42.0,117,0
1733,1700,28.2,120,0
1734,1515,42.8,125,0
1735,1501,39.2,127,0
1736,1380,47.6,130,0
1737,1544,35.9,132,0
1738,1743,27.3,134,0
1739,1948,21.4,136,0
1740,1260,54.2,141,0
1741,1640,33.1,146,0
1742,1363,49.2,149,0
1743,1379,49.6,152,0
1744,1713,25.8,154,0
1745,1461,51.9,157,0
1746,1624,29.8,160,0
1747,1526,41.1,162,0
1748,2381,14.2,164,0
1749,1626,31.1,166,0
1750,1576,33.8,171,0
1751,1617,31.6,173,0
1752,1942,20.6,176,0
1753,1492,37.2,178,0
1754,1470,51.3,180,0
1755,1463,46.5,182,0
1756,1424,46.5,185,0
1757,1363,60.1,187,0
1758,1335,56.2,190,0
1759,1608,33.9,193,0
1760,1606,35.2,195,0
1761,1684,33.1,200,0
1762,1950,20.3,202,0
1763,1460,48.6,204,0
1764,1511,31.0,209,1
1765,1318,55.7,0,0
1766,1368,51.8,5,0
1767,1717,27.1,7,0
1768,1520,41.4,10,0
1769,1485,42.0,13,0
1770,1981,23.2,16,0
1771,1605,31.0,18,0
1772,1446,45.3,23,0
1773,1508,47.9,25,0
1774,1384,59.5,27,0
1775,1519,37.3,29,0
1776,1404,48.1,32,0
1777,1564,31.1,34,0
1778,1555,36.8,36,0
1779,1325,54.0,41,0
1780,1488,44.0,43,0
1781,1595,32.3,46,0
1782,1662,28.6,48,0
1783,1571,37.4,50,0
1784,1553,41.0,52,0
1785,2886,3.8,57,1
1786,1538,38.2,59,0
1787,1618,33.0,61,0
1788,1364,45.9,63,0
1789,1442,47.3,65,0
1790,1313,67.3,67,1
1791,1847,23.6,69,0
1792,1524,40.8,71,0
1793,1445,48.0,73,0
1794,1761,28.2,76,0
1795,1514,43.5,78,0
1796,1498,38.3,81,0
1797,1542,37.1,84,0
1798,1508,41.8,89,0
1799,1431,52.9,92,0
1800,1427,45.1,95,0
1801,1524,36.3,98,0
1802,1427,43.6,101,0
1803,1496,44.1,104,0
1804,1388,40.3,109,0
1805,1495,48.1,111,0
1806,1376,56.2,113,0
1807,1593,32.2,118,0
1808,1654,28.9,123,0
1809,2567,12.8,125,1
1810,1767,27.0,127,0
1811,1364,53.8,129,0
1812,1569,31.2,131,0
1813,1476,36.8,134,0
1814,1479,45.0,136,0
1815,1650,34.1,138,0
1816,1565,36.3,140,0
1817,1460,46.5,143,0
1818,1664,27.6,145,0
1819,1435,40.9,147,0
1820,2066,19.2,150,0
1821,1493,43.7,153,0
1822,1354,43.3,155,0
1823,1488,39.4,157,0
1824,1414,48.7,159,0
1825,1391,57.4,161,0
1826,1784,27.8,163,0
1827,1516,40.1,166,0
1828,1420,47.8,171,0
1829,1351,56.3,174,0
1830,1880,23.0,176,0
1831,1859,24.0,178,0
1832,1315,54.0,180,0
1833,1330,51.7,183,0
1834,1327,61.0,186,1
1835,1498,38.1,188,0
1836,1555,35.8,190,0
1837,1518,35.8,195,0
1838,1392,43.0,197,0
1839,1456,39.6,199,0
1840,1715,30.2,0,0
1841,1405,43.7,2,0
1842,1668,37.8,5,0
1843,1855,22.5,7,0
1844,1496,39.2,12,0
1845,1471,44.9,14,0
1846,1444,40.0,17,0
1847,1514,38.6,19,0
1848,1412,50.7,24,0
1849,1429,44.1,26,0
1850,1668,32.7,31,0
1851,1372,52.8,33,0
1852,1365,49.2,36,0
1853,1526,39.1,39,0
1854,1486,40.6,42,0
1855,1470,42.6,44,0
1856,1249,62.8,47,0
1857,1752,26.1,52,0
1858,1643,36.5,55,0
1859,1488,36.1,57,0
1860,1355,45.8,60,0
1861,1607,30.3,62,0
1862,1609,30.3,64,0
1863,1517,44.4,67,0
1864,1517,39.5,69,0
1865,1546,37.6,72,0
1866,1567,34.7,74,0
1867,1662,28.9,76,0
1868,1502,41.8,79,0
1869,1361,56.9,81,0
1870,1630,32.7,83,0
1871,1486,42.3,86,0
1872,1840,21.5,88,0
1873,1326,58.4,90,0
1874,1367,57.8,92,0
1875,1598,32.7,94,0
1876,1363,50.1,96,0
1877,1242,62.0,98,0
1878,1566,33.8,100,0
1879,1424,47.7,103,0
1880,1608,33.8,106,0
1881,1705,29.1,109,0
1882,1548,45.8,111,0
1883,1581,43.4,113,0
1884,1472,46.7,116,0
1885,1792,26.0,119,0
1886,1683,32.8,122,0
1887,1503,40.7,124,0
1888,1642,32.4,126,0
1889,1902,24.3,129,0
1890,1432,40.2,132,0
1891,1512,40.8,137,0
1892,1764,29.0,139,0
1893,1438,43.6,141,0
1894,1631,29.9,144,0
1895,1880,23.3,146,0
1896,1344,54.3,151,0
1897,1574,35.8,153,0
1898,1418,41.2,155,0
1899,1372,54.1,157,0
1900,1388,40.0,159,0
1901,1493,36.0,161,0
1902,1505,40.1,166,0
1903,1694,29.1,169,0
1904,1968,20.4,171,0
1905,1569,35.6,173,0
1906,1687,29.1,176,0
1907,1430,52.4,178,0
1908,1504,42.4,180,0
1909,1977,20.2,182,0
1910,1435,45.6,184,0
1911,1547,36.8,186,0
1912,1316,57.2,191,0
1913,1621,34.9,194,0
1914,1492,40.2,197,0
1915,1643,32.3,200,0
1916,1492,38.7,202,0
1917,1387,50.8,204,0
1918,1463,47.3,206,0
1919,1496,40.0,0,0
1920,1658,30.0,3,0
1921,2161,17.5,5,0
1922,1665,32.0,7,0
1923,1716,26.6,9,0
1924,1529,34.1,11,0
1925,1353,50.7,13,0
1926,1537,37.7,15,0
1927,1606,30.8,17,0
1928,1314,47.8,19,0
1929,1623,29.9,24,0
1930,1483,50.9,26,0
1931,1569,37.0,29,0
1932,1969,21.7,32,0
1933,1686,29.3,35,0
1934,1638,35.1,38,0
1935,1698,33.3,40,0
1936,1377,55.1,42,0
1937,2129,18.4,45,0
1938,1411,42.4,48,0
1939,1517,40.8,50,0
1940,1303,53.9,52,0
1941,1578,35.6,55,0
1942,1425,58.2,57,0
1943,1456,42.4,59,0
1944,1704,30.9,61,0
1945,1791,27.3,63,0
1946,1616,32.8,65,0
1947,1622,34.9,67,0
1948,1462,49.9,69,0
1949,1410,45.8,71,0
1950,1543,41.9,73,0
1951,1479,47.6,76,0
1952,1839,22.7,79,0
1953,1266,60.5,81,0
1954,1593,34.9,83,0
1955,1459,46.9,85,0
1956,1308,55.2,87,0
1957,1364,46.8,89,0
1958,1618,35.9,92,0
1959,1464,43.2,97,0
1960,1352,49.4,102,0
1961,1446,51.4,105,0
1962,1448,51.2,107,0
1963,1391,48.6,109,0
1964,1379,43.3,111,0
1965,1405,46.9,113,0
1966,1581,33.1,116,0
1967,1515,40.5,118,0
1968,1589,37.8,120,0
1969,1281,50.8,122,0
1970,1631,31.3,124,0
1971,1202,67.0,129,0
1972,1298,52.7,132,0
1973,1612,30.7,134,0
1974,1747,25.3,136,0
1975,1450,48.7,138,0
1976,1422,45.6,140,0
1977,1419,47.4,142,0
1978,1633,30.7,145,0
1979,1442,43.6,148,0
1980,1420,45.8,150,0
1981,1301,58.5,155,0
1982,1385,45.0,158,0
1983,1487,41.3,160,0
1984,1459,44.4,163,0
1985,1387,45.5,166,0
1986,1537,40.8,169,0
1987,1498,42.9,171,0
1988,1599,31.2,173,0
1989,1420,39.2,176,0
1990,1785,23.4,181,0
1991,1423,48.1,183,0
1992,1583,36.6,185,0
1993,1375,46.6,188,0
1994,1463,42.5,190,0
1995,1403,45.1,193,0
1996,1451,47.1,196,0
1997,1416,38.2,198,1
1998,1672,41.3,0,0
1999,1637,30.8,2,0
2000,1540,37.8,7,0
2001,1279,53.1,9,0
2002,1604,34.9,11,0
2003,1654,27.1,13,0
2004,1564,37.5,15,0
2005,1451,47.5,18,0
2006,1504,38.0,20,0
2007,1381,50.5,22,0
2008,1562,34.4,25,0
2009,1811,24.7,27,0
2010,1717,28.7,29,0
2011,1278,60.5,32,0
2012,1616,30.2,34,0
2013,1397,46.4,36,0
2014,1485,42.9,38,0
2015,1310,59.7,40,0
2016,1301,66.3,42,1
2017,1458,44.0,44,0
2018,1483,42.5,46,0
2019,1375,46.4,48,0
2020,1660,27.0,50,0
2021,1560,33.3,53,0
2022,1480,42.2,58,0
2023,1373,46.9,60,0
2024,1444,54.2,62,0
2025,1722,24.7,64,0
2026,1469,39.9,67,0
2027,1360,52.9,69,0
2028,1750,25.8,72,0
2029,1349,46.6,74,0
2030,1668,35.2,77,0
2031,1400,49.5,79,0
2032,1331,62.8,81,0
2033,1444,42.2,83,0
2034,1359,47.6,85,0
2035,1425,47.4,90,0
2036,1469,34.2,93,0
2037,1892,22.8,96,0
2038,1940,19.9,98,0
2039,1405,55.2,103,0
2040,1449,39.6,105,0
2041,1686,29.6,108,0
2042,1680,27.2,110,0
2043,1397,52.4,112,0
2044,1597,30.3,115,0
2045,1470,41.1,118,0
2046,1703,31.3,120,0
2047,1388,45.5,123,0
2048,1775,24.2,125,0
2049,1465,41.5,127,0
2050,1586,37.9,129,0
2051,1675,29.2,132,0
2052,1470,44.4,135,0
2053,1477,40.4,138,0
2054,1382,61.0,140,0
2055,1605,29.8,142,0
2056,1643,32.9,145,0
2057,1333,54.1,147,0
2058,1520,42.3,149,0
2059,1902,24.0,151,0
2060,1386,44.4,154,0
2061,1803,27.7,159,0
2062,1359,50.7,161,0
2063,1477,42.7,163,0
2064,1321,53.4,166,0
2065,1453,41.4,168,0
2066,1419,45.1,170,0
