UDI,Type,Air temperature,Process temperature
1151,L,297.1,307.9
1152,L,297.0,307.9
1153,L,297.1,307.9
1154,H,297.0,307.9
1155,L,296.9,307.9
1156,H,297.0,307.9
1157,H,297.0,307.8
1158,L,297.0,307.8
1159,L,297.0,307.9
1160,L,297.0,307.8
1161,H,297.0,307.7
1162,L,297.0,307.8
1163,L,296.9,307.8
1164,L,296.9,307.9
1165,L,297.1,308.1
1166,L,297.1,308.1
1167,M,297.1,308.1
1168,L,297.0,308.1
1169,L,297.1,308.1
1170,L,297.0,308.1
1171,M,297.1,308.1
1172,H,297.0,308.1
1173,L,297.1,308.1
1174,H,297.1,308.0
1175,M,297.1,308.1
1176,M,297.2,308.3
1177,M,297.2,308.3
1178,M,297.2,308.3
1179,L,297.3,308.5
1180,L,297.3,308.4
1181,H,297.3,308.4
1182,L,297.2,308.3
1183,L,297.3,308.3
1184,L,297.3,308.4
1185,L,297.3,308.5
1186,L,297.3,308.4
1187,L,297.3,308.4
1188,M,297.4,308.6
1189,L,297.3,308.4
1190,M,297.2,308.3
1191,L,297.2,308.4
1192,M,297.2,308.3
1193,M,297.2,308.3
1194,L,297.1,308.2
1195,M,297.0,308.1
1196,M,297.0,308.0
1197,M,297.0,307.9
1198,M,296.9,307.9
1199,H,296.9,307.9
1200,M,296.9,307.9
1201,M,296.9,308.0
1202,L,296.9,308.0
1203,M,297.0,308.1
1204,H,297.0,308.1
1205,L,296.9,308.0
1206,L,296.8,308.0
1207,H,296.9,308.0
1208,M,297.0,308.1
1209,L,297.0,308.1
1210,H,297.0,308.1
1211,L,297.0,308.1
1212,H,296.9,308.0
1213,L,296.9,307.9
1214,M,296.8,307.8
1215,M,296.8,307.8
1216,L,296.8,307.9
1217,L,296.9,308.0
1218,L,297.0,308.1
1219,M,297.0,308.2
1220,M,296.9,308.1
1221,L,297.0,308.2
1222,M,297.0,308.3
1223,L,297.0,308.3
1224,L,297.0,308.3
1225,L,297.1,308.3
1226,H,297.1,308.3
1227,L,297.1,308.4
1228,L,297.1,308.4
1229,M,297.1,308.4
1230,L,297.1,308.4
1231,M,297.1,308.4
1232,M,297.2,308.5
1233,L,297.2,308.6
1234,M,297.2,308.5
1235,H,297.2,308.5
1236,H,297.1,308.4
1237,H,297.1,308.4
1238,M,297.1,308.4
1239,M,297.1,308.4
1240,H,297.2,308.5
1241,L,297.2,308.6
1242,M,297.1,308.5
1243,L,297.1,308.4
1244,M,297.1,308.4
1245,L,297.1,308.4
1246,M,297.1,308.4
1247,H,297.2,308.5
1248,L,297.2,308.5
1249,L,297.2,308.6
1250,L,297.3,308.7
1251,L,297.3,308.7
1252,M,297.4,308.8
1253,L,297.5,308.8
1254,L,297.5,308.8
1255,H,297.5,308.8
1256,H,297.5,308.9
1257,M,297.5,308.9
1258,L,297.5,308.9
1259,L,297.5,308.9
1260,M,297.5,308.9
1261,L,297.6,309.0
1262,H,297.6,309.0
1263,H,297.8,309.2
1264,L,297.8,309.2
1265,M,297.8,309.3
1266,L,297.9,309.4
1267,L,298.0,309.6
1268,M,298.1,309.6
1269,L,298.0,309.5
1270,L,298.1,309.5
1271,M,298.0,309.4
1272,H,298.0,309.4
1273,H,298.0,309.4
1274,L,298.1,309.4
1275,H,298.1,309.5
1276,M,298.1,309.4
1277,M,298.2,309.4
1278,M,298.2,309.4
1279,L,298.2,309.4
1280,M,298.3,309.6
1281,H,298.3,309.5
1282,H,298.3,309.5
1283,L,298.3,309.4
1284,L,298.3,309.4
1285,L,298.4,309.5
1286,M,298.5,309.6
1287,L,298.5,309.6
1288,L,298.5,309.6
1289,M,298.5,309.6
1290,M,298.6,309.7
1291,L,298.6,309.7
1292,M,298.6,309.7
1293,M,298.7,309.7
1294,H,298.7,309.8
1295,L,298.8,309.9
1296,L,298.7,309.8
1297,L,298.7,309.9
1298,L,298.8,309.9
1299,M,298.7,309.8
1300,M,298.7,309.9
1301,L,298.7,309.8
1302,L,298.7,309.9
1303,L,298.6,309.8
1304,L,298.7,309.9
1305,L,298.8,310.0
1306,L,298.8,310.0
1307,L,298.8,310.0
1308,L,298.8,310.0
1309,L,298.9,310.1
1310,L,298.9,310.2
1311,L,298.9,310.2
1312,L,298.9,310.1
1313,L,298.9,310.1
1314,L,298.9,310.2
1315,M,299.0,310.3
1316,L,299.0,310.3
1317,L,299.0,310.3
1318,L,299.0,310.3
1319,M,299.0,310.3
1320,L,299.0,310.3
1321,M,299.0,310.3
1322,L,298.9,310.2
1323,H,298.9,310.1
1324,L,298.9,310.1
1325,M,298.8,310.1
1326,H,298.8,310.1
1327,L,298.9,310.2
1328,L,298.8,310.2
1329,M,298.8,310.1
1330,H,298.8,310.2
1331,L,298.9,310.2
1332,H,298.9,310.2
1333,L,299.0,310.3
1334,M,299.0,310.3
1335,L,299.0,310.4
1336,L,299.0,310.4
1337,L,298.9,310.3
1338,H,298.7,310.2
1339,L,298.6,310.1
1340,M,298.6,310.2
1341,L,298.6,310.2
1342,M,298.6,310.2
1343,M,298.6,310.1
1344,L,298.5,310.2
1345,L,298.5,310.1
1346,L,298.5,310.0
1347,L,298.6,310.1
1348,L,298.7,310.2
1349,L,298.7,310.2
1350,L,298.7,310.2
1351,L,298.7,310.2
1352,L,298.7,310.2
1353,M,298.7,310.2
1354,M,298.6,310.1
1355,L,298.6,310.0
1356,M,298.6,310.0
1357,L,298.6,309.9
1358,L,298.6,309.9
1359,M,298.7,310.1
1360,L,298.7,310.2
1361,H,298.8,310.2
1362,M,298.6,310.1
1363,L,298.6,310.0
1364,L,298.7,310.1
1365,L,298.7,310.2
1366,L,298.7,310.1
1367,M,298.7,310.1
1368,M,298.8,310.2
1369,H,298.8,310.3
1370,M,298.7,310.3
1371,L,298.7,310.3
1372,M,298.7,310.3
1373,M,298.8,310.3
1374,M,298.8,310.3
1375,L,298.8,310.3
1376,M,298.8,310.3
1377,M,298.8,310.2
1378,L,298.8,310.2
1379,H,298.8,310.2
1380,L,298.7,310.1
1381,L,298.7,310.1
1382,M,298.8,310.2
1383,L,298.8,310.1
1384,M,298.9,310.2
1385,L,298.9,310.3
1386,M,298.9,310.2
1387,L,298.9,310.2
1388,L,298.9,310.1
1389,H,298.9,310.1
1390,L,298.9,310.2
1391,L,298.9,310.2
1392,L,298.9,310.2
1393,M,299.0,310.3
1394,L,299.1,310.4
1395,L,299.1,310.4
1396,L,299.1,310.4
1397,L,299.0,310.3
1398,L,299.1,310.2
1399,L,299.1,310.3
1400,L,299.0,310.2
1401,H,298.9,310.1
1402,H,298.9,310.2
1403,M,298.9,310.1
1404,L,299.0,310.2
1405,M,298.9,310.1
1406,L,298.9,310.1
1407,L,298.9,310.1
1408,L,298.9,310.0
1409,L,298.9,310.0
1410,L,298.9,310.1
1411,M,298.9,310.1
1412,L,298.9,310.1
1413,M,298.8,309.9
1414,M,298.7,309.8
1415,M,298.7,309.8
1416,L,298.7,309.9
1417,M,298.7,309.9
1418,L,298.7,309.9
1419,L,298.8,309.9
1420,L,298.7,309.8
1421,M,298.8,309.9
1422,L,298.7,309.8
1423,L,298.7,309.8
1424,L,298.7,309.8
1425,L,298.7,309.7
1426,L,298.6,309.7
1427,M,298.7,309.7
1428,L,298.7,309.8
1429,L,298.8,309.9
1430,M,298.9,310.0
1431,L,298.9,310.0
1432,M,298.9,309.9
1433,L,298.8,309.8
1434,L,298.8,309.8
1435,M,298.8,309.8
1436,H,298.8,309.9
1437,H,298.8,309.8
1438,H,298.8,309.9
1439,L,298.8,309.9
1440,M,298.8,309.8
1441,M,298.8,309.9
1442,L,298.8,309.9
1443,M,298.8,310.0
1444,L,298.9,310.1
1445,L,299.0,310.2
1446,L,299.0,310.1
1447,M,299.0,310.2
1448,M,299.0,310.3
1449,M,299.0,310.3
1450,H,299.0,310.4
1451,M,299.0,310.3
1452,L,298.9,310.4
1453,L,299.0,310.3
1454,L,299.1,310.4
1455,L,299.1,310.4
1456,L,299.0,310.4
1457,L,299.0,310.3
1458,L,299.0,310.3
1459,L,298.9,310.3
1460,L,299.0,310.3
1461,L,299.0,310.3
1462,L,298.9,310.2
1463,L,298.9,310.2
1464,L,298.8,310.1
1465,L,298.8,310.0
1466,L,298.7,309.8
1467,L,298.7,309.8
1468,L,298.6,309.8
1469,M,298.6,309.8
1470,L,298.6,309.8
1471,L,298.5,309.7
1472,L,298.5,309.6
1473,M,298.5,309.6
1474,M,298.5,309.5
1475,M,298.5,309.5
1476,M,298.4,309.5
1477,L,298.4,309.5
1478,L,298.3,309.4
1479,L,298.3,309.4
1480,L,298.2,309.3
1481,M,298.2,309.3
1482,M,298.2,309.2
1483,M,298.1,309.1
1484,L,298.0,308.9
1485,M,298.0,309.0
1486,M,298.1,309.0
1487,M,298.2,309.2
1488,L,298.2,309.1
1489,L,298.2,309.1
1490,M,298.2,309.0
1491,L,298.2,309.0
1492,M,298.1,308.9
1493,M,298.0,308.7
1494,L,298.0,308.8
1495,M,298.0,308.7
1496,H,297.9,308.5
1497,L,298.0,308.7
1498,L,298.0,308.7
1499,L,298.0,308.8
1500,M,298.1,308.8
1501,M,298.0,308.7
1502,M,298.0,308.7
1503,L,298.0,308.7
1504,L,298.0,308.7
1505,L,298.0,308.7
1506,L,298.0,308.7
1507,L,298.0,308.8
1508,M,298.0,308.6
1509,M,298.0,308.6
1510,L,298.0,308.5
1511,M,298.1,308.7
1512,L,298.1,308.7
1513,H,298.0,308.7
1514,L,298.1,308.7
1515,M,298.1,308.8
1516,M,298.2,308.9
1517,L,298.2,308.9
1518,M,298.2,308.9
1519,H,298.2,309.0
1520,M,298.2,308.9
1521,L,298.3,309.1
1522,M,298.2,308.9
1523,H,298.2,309.0
1524,L,298.3,309.0
1525,L,298.2,309.0
1526,L,298.2,309.0
1527,L,298.1,309.0
1528,H,298.1,309.1
1529,L,298.1,309.0
1530,L,298.1,309.0
1531,L,298.1,309.0
1532,H,298.1,309.0
1533,M,298.1,308.9
1534,M,298.0,308.9
1535,L,298.0,308.8
1536,L,298.0,308.8
1537,M,298.2,308.9
1538,M,298.4,309.1
1539,L,298.4,309.1
1540,M,298.5,309.2
1541,M,298.4,309.1
1542,L,298.4,309.0
1543,L,298.3,308.9
1544,L,298.4,308.9
1545,L,298.4,309.0
1546,M,298.4,309.0
1547,L,298.4,308.9
1548,L,298.3,308.9
1549,M,298.3,308.8
1550,L,298.4,308.9
1551,L,298.4,308.9
1552,L,298.4,308.8
1553,L,298.5,308.9
1554,L,298.5,308.8
1555,M,298.4,308.7
1556,L,298.4,308.6
1557,H,298.4,308.5
1558,L,298.3,308.4
1559,M,298.2,308.3
1560,L,298.2,308.3
1561,M,298.2,308.4
1562,L,298.2,308.4
1563,L,298.2,308.3
1564,L,298.2,308.3
1565,M,298.0,308.2
1566,L,298.0,308.2
1567,M,298.0,308.1
1568,L,298.1,308.2
1569,L,298.2,308.2
1570,M,298.1,308.2
1571,L,298.2,308.4
1572,L,298.3,308.4
1573,L,298.2,308.3
1574,L,298.2,308.2
1575,L,298.2,308.2
1576,L,298.2,308.3
1577,L,298.3,308.4
1578,L,298.3,308.4
1579,L,298.3,308.4
1580,L,298.3,308.3
1581,M,298.3,308.4
1582,M,298.2,308.3
1583,H,298.1,308.3
1584,L,298.2,308.4
1585,M,298.2,308.3
1586,L,298.2,308.3
1587,M,298.3,308.4
1588,M,298.2,308.3
1589,L,298.2,308.3
1590,M,298.1,308.3
1591,L,298.2,308.4
1592,L,298.2,308.4
1593,L,298.1,308.4
1594,L,298.0,308.3
1595,M,298.0,308.2
1596,L,298.0,308.2
1597,L,298.0,308.1
1598,L,297.9,308.1
1599,L,297.9,308.0
1600,L,297.9,308.0
1601,M,297.8,307.8
1602,L,297.8,307.8
1603,H,297.8,307.9
1604,M,297.8,307.8
1605,L,297.8,307.8
1606,L,297.8,307.8
1607,L,297.8,307.7
1608,L,297.8,307.8
1609,L,297.8,307.7
1610,L,297.7,307.7
1611,L,297.8,307.8
1612,M,297.8,307.9
1613,M,297.9,307.9
1614,L,297.9,308.0
1615,M,297.8,307.9
1616,L,297.8,307.9
1617,H,297.8,307.8
1618,L,297.8,307.8
1619,L,297.9,307.8
1620,L,297.9,307.7
1621,L,297.9,307.7
1622,L,297.7,307.6
1623,H,297.7,307.6
1624,L,297.7,307.6
1625,M,297.8,307.8
1626,L,297.9,307.8
1627,M,297.9,307.8
1628,L,297.9,307.8
1629,L,297.9,307.8
1630,M,297.9,307.9
1631,L,297.9,307.9
1632,L,298.0,308.0
1633,L,297.9,307.9
1634,L,297.9,307.9
1635,H,297.9,307.9
1636,L,297.8,307.8
1637,L,297.9,307.8
1638,L,297.9,307.8
1639,L,297.9,307.8
1640,M,297.9,307.8
1641,L,298.0,307.8
1642,M,298.0,308.0
1643,H,298.0,307.8
1644,L,298.0,307.8
1645,L,298.0,307.8
1646,L,297.9,307.8
1647,M,297.9,307.7
1648,L,297.8,307.8
1649,L,297.9,307.8
1650,H,298.0,307.9
1651,M,298.0,307.9
1652,L,298.0,307.8
1653,H,297.9,307.8
1654,L,298.0,307.8
1655,L,298.2,308.1
1656,M,298.2,308.0
1657,L,298.2,308.1
1658,M,298.1,308.0
1659,H,298.1,308.0
1660,L,298.1,308.0
1661,L,298.2,308.0
1662,M,298.2,308.0
1663,H,298.2,307.9
1664,M,298.1,307.9
1665,L,298.2,308.0
1666,H,298.2,307.9
1667,L,298.2,307.9
1668,L,298.2,307.9
1669,L,298.2,307.9
1670,L,298.2,307.9
1671,L,298.2,307.8
1672,L,298.1,307.9
1673,L,298.1,307.8
1674,M,298.1,307.8
1675,L,298.1,307.8
1676,L,298.0,307.7
1677,H,297.9,307.6
1678,M,297.9,307.5
1679,L,298.0,307.5
1680,L,298.0,307.5
1681,M,297.9,307.4
1682,M,297.8,307.3
1683,H,297.9,307.4
1684,M,297.9,307.4
1685,L,297.8,307.3
1686,L,297.9,307.3
1687,H,297.9,307.3
1688,L,297.9,307.3
1689,L,297.9,307.4
1690,L,297.9,307.5
1691,M,297.9,307.4
1692,L,297.9,307.5
1693,M,298.1,307.6
1694,H,298.0,307.5
1695,L,298.0,307.5
1696,L,298.0,307.6
1697,L,297.9,307.6
1698,M,297.9,307.6
1699,L,297.9,307.6
1700,L,298.1,307.7
1701,M,298.0,307.6
1702,L,298.0,307.7
1703,L,298.0,307.7
1704,M,298.1,307.8
1705,M,298.1,307.8
1706,M,298.1,307.8
1707,L,298.2,307.8
1708,L,298.2,307.8
1709,L,298.2,307.8
1710,L,298.2,307.8
1711,L,298.2,307.8
1712,L,298.2,307.8
1713,L,298.3,307.9
1714,L,298.2,307.8
1715,L,298.2,307.8
1716,L,298.2,307.8
1717,L,298.1,307.7
1718,L,298.2,307.6
1719,M,298.2,307.7
1720,L,298.2,307.7
1721,L,298.2,307.7
1722,L,298.2,307.7
1723,M,298.2,307.7
1724,L,298.2,307.8
1725,M,298.3,307.8
1726,M,298.3,307.8
1727,L,298.3,307.8
1728,M,298.3,307.7
1729,L,298.3,307.7
1730,M,298.3,307.7
1731,M,298.3,307.8
1732,M,298.3,307.9
1733,H,298.4,307.9
1734,L,298.4,308.0
1735,M,298.5,308.1
1736,L,298.4,308.0
1737,L,298.4,307.9
1738,L,298.4,307.9
1739,H,298.4,307.9
1740,H,298.5,307.9
1741,M,298.5,307.9
1742,M,298.5,308.0
1743,L,298.5,308.0
1744,M,298.5,308.0
1745,M,298.5,308.0
1746,L,298.5,308.0
1747,L,298.4,308.0
1748,L,298.4,307.9
1749,H,298.4,307.7
1750,L,298.3,307.7
1751,M,298.4,307.8
1752,L,298.3,307.6
1753,L,298.2,307.6
1754,L,298.2,307.5
1755,M,298.0,307.4
1756,L,298.0,307.3
1757,M,298.1,307.4
1758,M,298.1,307.4
1759,L,298.1,307.4
1760,H,298.0,307.4
1761,L,298.1,307.5
1762,L,298.1,307.6
1763,H,298.2,307.6
1764,L,298.2,307.6
1765,H,298.2,307.6
1766,L,298.2,307.6
1767,M,298.3,307.7
1768,M,298.3,307.7
1769,M,298.3,307.8
1770,L,298.4,307.9
1771,H,298.4,307.9
1772,L,298.4,307.9
1773,L,298.4,308.0
1774,L,298.5,308.0
1775,M,298.5,308.0
1776,L,298.5,308.0
1777,L,298.5,308.1
1778,H,298.6,308.2
1779,L,298.6,308.2
1780,M,298.6,308.2
1781,L,298.5,308.2
1782,L,298.5,308.1
1783,L,298.4,308.0
1784,H,298.3,308.0
1785,L,298.3,308.0
1786,L,298.2,308.0
1787,L,298.4,308.2
1788,L,298.4,308.2
1789,L,298.3,308.0
1790,L,298.2,307.9
1791,L,298.2,307.9
1792,L,298.1,307.8
1793,M,298.1,307.7
1794,L,298.1,307.8
1795,M,298.1,307.8
1796,M,298.1,307.7
1797,H,298.1,307.6
1798,M,298.0,307.6
1799,M,298.0,307.5
1800,M,298.0,307.5
1801,M,298.0,307.5
1802,M,298.0,307.5
1803,H,298.1,307.6
1804,L,298.1,307.7
1805,L,298.1,307.7
1806,H,298.1,307.7
1807,H,298.0,307.6
1808,L,298.0,307.6
1809,L,298.1,307.7
1810,L,298.1,307.7
1811,L,298.1,307.6
1812,M,298.1,307.8
1813,L,298.2,307.8
1814,L,298.1,307.7
1815,L,298.1,307.7
1816,M,298.1,307.6
1817,L,298.1,307.6
1818,L,298.1,307.7
1819,M,298.1,307.7
1820,M,298.1,307.6
1821,L,298.1,307.5
1822,L,298.1,307.6
1823,L,298.1,307.6
1824,L,298.1,307.7
1825,L,298.1,307.5
1826,M,298.0,307.5
1827,H,297.8,307.3
1828,M,297.9,307.3
1829,L,297.8,307.2
1830,L,297.8,307.2
1831,L,297.8,307.3
1832,M,297.8,307.3
1833,M,297.8,307.4
1834,L,297.8,307.3
1835,L,297.8,307.2
1836,H,297.8,307.3
1837,L,297.7,307.2
1838,L,297.7,307.2
1839,M,297.8,307.2
1840,L,297.7,307.1
1841,M,297.7,307.2
1842,L,297.7,307.2
1843,H,297.7,307.1
1844,L,297.6,307.1
1845,M,297.6,307.1
1846,L,297.7,307.2
1847,H,297.7,307.3
1848,L,297.8,307.3
1849,H,297.7,307.2
1850,L,297.7,307.2
1851,M,297.7,307.2
1852,M,297.7,307.3
1853,M,297.6,307.1
1854,L,297.6,307.2
1855,M,297.6,307.2
1856,H,297.7,307.3
1857,M,297.8,307.4
1858,L,297.7,307.4
1859,M,297.8,307.4
1860,L,297.8,307.4
1861,L,297.8,307.6
1862,M,297.9,307.6
1863,L,297.9,307.7
1864,M,297.9,307.7
1865,L,297.9,307.7
1866,L,297.9,307.7
1867,M,298.1,307.9
1868,L,298.1,307.9
1869,L,298.3,308.0
1870,M,298.3,308.1
1871,L,298.3,308.0
1872,L,298.3,308.1
1873,L,298.3,308.1
1874,L,298.4,308.1
1875,L,298.4,308.1
1876,L,298.3,308.0
1877,L,298.3,308.0
1878,M,298.2,307.8
1879,M,298.1,307.7
1880,M,298.2,307.7
1881,L,298.1,307.7
1882,L,298.0,307.6
1883,M,298.0,307.6
1884,M,298.0,307.6
1885,M,298.0,307.6
1886,L,298.0,307.6
1887,L,297.9,307.6
1888,M,297.9,307.5
1889,M,297.8,307.4
1890,H,297.7,307.4
1891,L,297.8,307.4
1892,L,297.7,307.4
1893,M,297.8,307.4
1894,L,297.8,307.5
1895,H,297.9,307.5
1896,L,297.9,307.6
1897,L,297.9,307.5
1898,L,297.8,307.4
1899,L,297.8,307.5
1900,L,297.8,307.5
1901,H,297.9,307.6
1902,M,297.9,307.6
1903,L,298.0,307.6
1904,L,297.9,307.6
1905,M,298.0,307.6
1906,L,297.9,307.6
1907,L,297.9,307.6
1908,L,297.9,307.6
1909,L,297.9,307.6
1910,L,298.0,307.7
1911,H,298.0,307.7
1912,M,298.1,307.8
1913,M,298.0,307.7
1914,M,298.0,307.8
1915,L,298.0,307.7
1916,L,298.0,307.7
1917,L,298.0,307.7
1918,M,298.1,307.9
1919,M,298.1,307.9
1920,L,298.2,308.0
1921,L,298.1,307.9
1922,L,298.1,307.9
1923,L,298.0,307.8
1924,L,298.0,307.7
1925,L,297.9,307.7
1926,L,297.9,307.7
1927,L,298.0,307.7
1928,H,298.0,307.8
1929,L,298.0,307.8
1930,M,298.0,307.8
1931,M,298.1,307.9
1932,M,298.2,308.0
1933,M,298.1,308.0
1934,L,298.1,308.0
1935,L,298.1,307.9
1936,M,298.1,307.9
1937,M,298.1,308.0
1938,L,298.2,308.0
1939,L,298.1,307.9
1940,M,298.1,307.9
1941,L,298.1,307.9
1942,L,298.1,307.9
1943,L,298.1,308.0
1944,L,298.1,308.0
1945,L,298.1,308.1
1946,L,298.1,308.1
1947,L,298.2,308.1
1948,L,298.2,308.1
1949,L,298.1,308.1
1950,M,298.1,308.0
1951,M,298.0,307.9
1952,L,298.0,307.8
1953,L,298.0,307.8
1954,L,297.9,307.7
1955,L,297.9,307.8
1956,L,297.9,307.7
1957,M,297.9,307.7
1958,H,297.9,307.7
1959,H,297.9,307.7
1960,M,297.8,307.6
1961,L,297.8,307.6
1962,L,297.8,307.5
1963,L,297.8,307.5
1964,L,297.7,307.5
1965,M,297.8,307.5
1966,L,297.8,307.5
1967,L,297.9,307.6
1968,L,297.9,307.6
1969,L,298.0,307.6
1970,H,297.8,307.5
1971,M,297.9,307.6
1972,L,297.9,307.6
1973,L,297.9,307.6
1974,L,297.9,307.6
1975,L,298.0,307.6
1976,L,298.0,307.7
1977,M,298.1,307.7
1978,M,298.1,307.7
1979,L,298.0,307.7
1980,H,298.0,307.6
1981,M,298.0,307.6
1982,L,298.0,307.6
1983,M,298.0,307.7
1984,M,298.0,307.6
1985,M,298.0,307.5
1986,L,298.1,307.7
1987,L,298.1,307.6
1988,M,298.2,307.8
1989,H,298.3,307.9
1990,L,298.2,307.9
1991,L,298.2,307.8
1992,M,298.2,307.8
1993,L,298.2,307.8
1994,M,298.3,308.0
1995,M,298.2,307.9
1996,L,298.3,308.0
1997,M,298.4,308.0
1998,L,298.3,308.1
1999,H,298.3,308.0
2000,L,298.4,308.0
2001,L,298.4,308.1
2002,L,298.4,308.2
2003,L,298.5,308.2
2004,M,298.5,308.2
2005,L,298.5,308.2
2006,L,298.5,308.3
2007,M,298.5,308.3
2008,L,298.6,308.4
2009,L,298.5,308.3
2010,M,298.6,308.3
2011,L,298.6,308.3
2012,L,298.7,308.5
2013,L,298.6,308.4
2014,L,298.6,308.4
2015,L,298.6,308.4
2016,L,298.5,308.2
2017,L,298.5,308.3
2018,L,298.7,308.5
2019,L,298.7,308.5
2020,M,298.7,308.5
2021,H,298.7,308.4
2022,L,298.7,308.5
2023,L,298.7,308.4
2024,L,298.7,308.5
2025,M,298.7,308.6
2026,L,298.7,308.5
2027,M,298.7,308.5
2028,L,298.7,308.4
2029,M,298.7,308.3
2030,L,298.7,308.5
2031,L,298.9,308.6
2032,L,298.8,308.6
2033,L,298.8,308.5
2034,H,298.8,308.5
2035,M,298.8,308.5
2036,M,298.9,308.6
2037,L,299.0,308.7
2038,H,299.0,308.7
2039,L,299.0,308.8
2040,M,299.0,308.9
2041,L,299.1,308.9
2042,L,299.1,308.9
2043,M,299.1,308.9
2044,M,299.2,309.0
2045,L,299.3,309.1
2046,M,299.3,309.1
2047,L,299.3,309.1
2048,L,299.3,309.2
2049,L,299.3,309.2
2050,M,299.3,309.2
2051,M,299.5,309.3
2052,M,299.4,309.2
2053,L,299.5,309.3
2054,L,299.5,309.3
2055,M,299.6,309.4
2056,L,299.6,309.4
2057,L,299.5,309.3
2058,L,299.5,309.3
2059,M,299.5,309.3
2060,H,299.5,309.4
2061,L,299.6,309.5
2062,L,299.7,309.6
2063,M,299.7,309.6
2064,L,299.7,309.6
2065,L,299.6,309.5
2066,L,299.7,309.6
2067,L,299.7,309.6
2068,L,299.7,309.6
2069,M,299.7,309.6
2070,H,299.7,309.6
2071,L,299.7,309.5
2072,M,299.7,309.6
2073,L,299.6,309.5
2074,L,299.6,309.4
2075,L,299.5,309.4
2076,L,299.5,309.4
2077,L,299.4,309.3
2078,L,299.4,309.4
2079,M,299.4,309.3
2080,M,299.3,309.3
2081,L,299.3,309.2
2082,M,299.4,309.3
2083,H,299.4,309.2
2084,H,299.4,309.3
2085,L,299.5,309.3
2086,L,299.5,309.3
2087,H,299.4,309.3
2088,L,299.5,309.3
2089,L,299.6,309.4
2090,L,299.5,309.3
2091,L,299.5,309.2
2092,L,299.4,309.2
2093,L,299.4,309.2
2094,L,299.4,309.2
2095,L,299.4,309.3
2096,L,299.4,309.3
2097,M,299.5,309.4
2098,M,299.4,309.4
2099,L,299.4,309.3
2100,L,299.4,309.3
2101,M,299.3,309.3
2102,L,299.3,309.3
2103,L,299.3,309.3
2104,M,299.3,309.1
2105,M,299.3,309.1
2106,L,299.3,309.1
2107,L,299.4,309.1
2108,M,299.4,309.1
2109,H,299.4,309.0
2110,M,299.3,309.0
2111,H,299.3,309.0
2112,L,299.4,309.0
2113,L,299.5,309.1
2114,L,299.5,309.1
2115,H,299.4,309.1
2116,L,299.4,309.0
2117,M,299.4,309.0
2118,H,299.4,308.9
2119,H,299.3,308.9
2120,M,299.3,308.9
2121,H,299.2,308.8
2122,M,299.2,308.8
2123,M,299.2,308.8
2124,L,299.3,309.0
2125,L,299.2,308.9
2126,L,299.3,308.9
2127,L,299.3,309.0
2128,H,299.3,309.0
2129,L,299.4,309.0
2130,H,299.4,309.0
2131,L,299.4,309.0
2132,L,299.4,309.1
2133,L,299.4,309.0
2134,H,299.3,309.0
2135,L,299.3,309.0
2136,L,299.3,309.0
2137,L,299.2,308.9
2138,L,299.3,308.9
2139,L,299.3,309.0
2140,L,299.3,309.0
2141,L,299.3,309.0
2142,M,299.3,308.9
2143,L,299.3,308.9
2144,M,299.3,308.8
2145,L,299.4,308.9
2146,L,299.3,308.8
2147,L,299.3,308.8
2148,L,299.4,308.9
2149,L,299.4,308.9
2150,L,299.4,309.0
2151,H,299.3,308.8
2152,M,299.3,308.7
2153,M,299.3,308.8
2154,H,299.3,308.8
2155,M,299.3,308.9
2156,L,299.3,308.8
2157,M,299.4,308.9
2158,M,299.4,309.0
2159,M,299.5,309.0
2160,M,299.5,309.0
2161,L,299.4,309.0
2162,L,299.4,309.1
2163,L,299.5,309.1
2164,L,299.6,309.2
2165,L,299.6,309.2
2166,L,299.5,309.1
2167,M,299.6,309.2
2168,H,299.6,309.1
2169,M,299.5,309.1
2170,L,299.5,309.1
2171,M,299.4,309.1
2172,L,299.5,309.1
2173,L,299.5,309.2
2174,M,299.5,309.2
2175,L,299.6,309.2
2176,M,299.5,309.2
2177,M,299.6,309.3
2178,M,299.6,309.2
2179,L,299.6,309.2
2180,L,299.6,309.2
2181,H,299.6,309.2
2182,H,299.5,309.1
2183,M,299.5,309.2
2184,M,299.6,309.3
2185,L,299.8,309.4
2186,L,299.8,309.4
2187,L,299.7,309.4
2188,M,299.8,309.4
2189,L,299.7,309.3
2190,H,299.7,309.2
2191,M,299.6,309.1
2192,L,299.6,309.0
2193,L,299.6,309.0
2194,M,299.5,308.9
2195,M,299.6,308.9
2196,L,299.6,308.9
2197,M,299.7,308.9
2198,L,299.7,309.0
2199,M,299.7,308.9
2200,M,299.8,309.1
2201,L,299.8,309.1
2202,L,299.8,309.0
2203,M,299.9,309.2
2204,L,299.8,309.0
2205,M,299.7,309.1
2206,L,299.9,309.2
2207,L,299.9,309.2
2208,L,299.8,309.2
2209,H,299.8,309.2
2210,L,299.8,309.3
2211,L,299.7,309.2
2212,M,299.6,309.0
2213,L,299.7,309.1
2214,L,299.7,309.1
2215,H,299.7,309.2
2216,H,299.7,309.2
2217,L,299.7,309.2
2218,L,299.7,309.1
2219,L,299.7,309.1
2220,M,299.6,309.1
2221,M,299.6,309.0
2222,L,299.6,309.0
2223,L,299.7,309.0
2224,L,299.6,309.0
2225,M,299.7,309.0
