index,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet
320,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
321,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
322,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
323,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
324,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
325,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
326,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
327,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
328,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
329,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
330,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
331,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
332,71.1,7.3,25.15,0.7,89.5,-3.9,-0.2,3.5,4.3,11.33
333,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
334,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
335,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
336,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
337,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
338,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
339,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
340,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
341,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
342,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
343,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
344,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
345,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
346,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
347,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
348,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
349,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
350,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
351,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
352,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
353,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
354,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
355,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
356,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
357,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
358,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
359,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
360,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
361,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
362,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
363,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
364,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
365,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
366,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
367,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
368,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
369,80.1,6.7,25.04,0.7,59.6,-3.8,-0.4,3.0,4.4,10.81
370,80.1,6.7,25.04,0.7,59.6,-3.8,-0.4,3.0,4.4,10.81
371,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
372,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
373,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
374,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
375,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
376,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
377,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
378,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
379,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
380,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
381,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
382,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
383,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
384,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
385,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
386,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
387,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
388,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
389,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
390,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
391,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
392,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
393,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
394,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
395,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
396,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
397,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
398,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
399,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
400,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
401,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
402,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
403,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
404,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
405,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
406,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
407,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
408,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
409,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
410,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
411,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
412,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
413,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
414,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
415,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
416,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
417,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
418,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
419,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
420,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
421,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
422,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
423,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
424,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
425,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
426,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
427,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
428,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
429,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
430,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
431,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
432,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
433,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
434,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
435,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
436,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
437,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
438,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
439,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
440,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
441,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
442,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
443,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
444,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
445,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
446,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
447,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
448,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
449,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
450,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
451,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
452,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
453,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
454,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
455,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
456,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
457,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
458,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
459,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
460,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
461,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
462,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
463,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57
464,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
465,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
466,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
467,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
468,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
469,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
470,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
471,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
472,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
473,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
474,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
475,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
476,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
477,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
478,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
479,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
480,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
481,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
482,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
483,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
484,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
485,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
486,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
487,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
488,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
489,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
490,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
491,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
492,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
493,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
494,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
495,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
496,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
497,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
498,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
499,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
500,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
501,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
502,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
503,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
504,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
505,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
506,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
507,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
508,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
509,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
510,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
511,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
512,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
513,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
514,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
515,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
516,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
517,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
518,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
519,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
520,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
521,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
522,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
523,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
524,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
525,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
526,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
527,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
528,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
529,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
530,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
531,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
532,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
533,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
534,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
535,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
536,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
537,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
538,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
539,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
540,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
541,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
542,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
543,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
544,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
545,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
546,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
547,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
548,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
549,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
550,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
551,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
552,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
553,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
554,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
555,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
556,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
557,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
558,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
559,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
560,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73
561,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
562,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
563,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
564,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
565,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
566,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
567,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
568,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
569,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
570,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
571,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
572,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
573,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
574,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
575,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
576,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
577,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
578,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
579,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
580,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
581,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
582,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
583,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
584,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
585,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
586,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
587,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
588,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
589,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
590,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
591,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
592,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
593,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8
594,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
595,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
596,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
597,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
598,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
599,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
600,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
601,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
602,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
603,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
604,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45
605,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
606,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
607,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
608,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44
609,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
610,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
611,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
612,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
613,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
614,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
615,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
616,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
617,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
618,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
619,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
620,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
621,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
622,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
623,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
624,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
625,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
626,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
627,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
628,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
629,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
630,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
631,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
632,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
633,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
634,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
635,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
636,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
637,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
638,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21
639,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
640,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
641,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82
642,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17
643,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11
644,73.6,7.7,14.72,0.8,117.4,1.2,5.0,8.9,6.5,10.6
